sigma;thres;pt_w;pt_h;class1;score1;class2;score2;class3;score3;class4;score4;class5;score5;class6;score6;class7;score7;class8;score8;class9;score9;class10;score10;class11;score11;class12;score12;class13;score13;class14;score14;class15;score15;class16;score16;class17;score17;class18;score18;class19;score19;class20;score20;class21;score21;class22;score22;class23;score23;class24;score24;class25;score25
70;0.0000;113;113;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.8331;lion, king of beasts, Panthera leo;0.0985;lynx, catamount;0.0104;timber wolf, grey wolf, gray wolf, Canis lupus;0.0065;dingo, warrigal, warragal, Canis dingo;0.0050;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.8331;lion, king of beasts, Panthera leo;0.0985;lynx, catamount;0.0104;timber wolf, grey wolf, gray wolf, Canis lupus;0.0065;dingo, warrigal, warragal, Canis dingo;0.0050;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.8331;lion, king of beasts, Panthera leo;0.0985;lynx, catamount;0.0104;timber wolf, grey wolf, gray wolf, Canis lupus;0.0065;dingo, warrigal, warragal, Canis dingo;0.0050;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.8331;lion, king of beasts, Panthera leo;0.0985;lynx, catamount;0.0104;timber wolf, grey wolf, gray wolf, Canis lupus;0.0065;dingo, warrigal, warragal, Canis dingo;0.0050;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.8331;lion, king of beasts, Panthera leo;0.0985;lynx, catamount;0.0104;timber wolf, grey wolf, gray wolf, Canis lupus;0.0065;dingo, warrigal, warragal, Canis dingo;0.0050
70;0.0000;113;113;guenon, guenon monkey;0.9066;patas, hussar monkey, Erythrocebus patas;0.0488;langur;0.0361;macaque;0.0049;baboon;0.0024;guenon, guenon monkey;0.9066;patas, hussar monkey, Erythrocebus patas;0.0488;langur;0.0361;macaque;0.0049;baboon;0.0024;guenon, guenon monkey;0.9066;patas, hussar monkey, Erythrocebus patas;0.0488;langur;0.0361;macaque;0.0049;baboon;0.0024;guenon, guenon monkey;0.9066;patas, hussar monkey, Erythrocebus patas;0.0488;langur;0.0361;macaque;0.0049;baboon;0.0024;guenon, guenon monkey;0.9066;patas, hussar monkey, Erythrocebus patas;0.0488;langur;0.0361;macaque;0.0049;baboon;0.0024
70;0.0000;113;113;recreational vehicle, RV, R.V.;0.9360;moving van;0.0332;mobile home, manufactured home;0.0098;minibus;0.0086;passenger car, coach, carriage;0.0037;recreational vehicle, RV, R.V.;0.9360;moving van;0.0332;mobile home, manufactured home;0.0098;minibus;0.0086;passenger car, coach, carriage;0.0037;recreational vehicle, RV, R.V.;0.9360;moving van;0.0332;mobile home, manufactured home;0.0098;minibus;0.0086;passenger car, coach, carriage;0.0037;recreational vehicle, RV, R.V.;0.9360;moving van;0.0332;mobile home, manufactured home;0.0098;minibus;0.0086;passenger car, coach, carriage;0.0037;recreational vehicle, RV, R.V.;0.9360;moving van;0.0332;mobile home, manufactured home;0.0098;minibus;0.0086;passenger car, coach, carriage;0.0037
70;0.0000;113;113;harvester, reaper;0.4767;thresher, thrasher, threshing machine;0.3381;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0229;hay;0.0221;tractor;0.0141;harvester, reaper;0.4767;thresher, thrasher, threshing machine;0.3381;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0229;hay;0.0221;tractor;0.0141;harvester, reaper;0.4767;thresher, thrasher, threshing machine;0.3381;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0229;hay;0.0221;tractor;0.0141;harvester, reaper;0.4767;thresher, thrasher, threshing machine;0.3381;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0229;hay;0.0221;tractor;0.0141;harvester, reaper;0.4767;thresher, thrasher, threshing machine;0.3381;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0229;hay;0.0221;tractor;0.0141
70;0.0000;113;113;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.8578;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.1303;loggerhead, loggerhead turtle, Caretta caretta;0.0078;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.0004;dugong, Dugong dugon;0.0004;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.8578;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.1303;loggerhead, loggerhead turtle, Caretta caretta;0.0078;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.0004;dugong, Dugong dugon;0.0004;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.8578;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.1303;loggerhead, loggerhead turtle, Caretta caretta;0.0078;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.0004;dugong, Dugong dugon;0.0004;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.8578;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.1303;loggerhead, loggerhead turtle, Caretta caretta;0.0078;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.0004;dugong, Dugong dugon;0.0004;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.8578;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.1303;loggerhead, loggerhead turtle, Caretta caretta;0.0078;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.0004;dugong, Dugong dugon;0.0004
70;0.0000;113;113;candle, taper, wax light;0.1840;jack-o'-lantern;0.0764;rotisserie;0.0331;digital clock;0.0261;lampshade, lamp shade;0.0239;candle, taper, wax light;0.1840;jack-o'-lantern;0.0764;rotisserie;0.0331;digital clock;0.0261;lampshade, lamp shade;0.0239;candle, taper, wax light;0.1840;jack-o'-lantern;0.0764;rotisserie;0.0331;digital clock;0.0261;lampshade, lamp shade;0.0239;candle, taper, wax light;0.1840;jack-o'-lantern;0.0764;rotisserie;0.0331;digital clock;0.0261;lampshade, lamp shade;0.0239;candle, taper, wax light;0.1840;jack-o'-lantern;0.0764;rotisserie;0.0331;digital clock;0.0261;lampshade, lamp shade;0.0239
70;0.0000;113;113;kite;0.4550;black stork, Ciconia nigra;0.2829;albatross, mollymawk;0.0735;coucal;0.0385;vulture;0.0159;kite;0.4550;black stork, Ciconia nigra;0.2829;albatross, mollymawk;0.0735;coucal;0.0385;vulture;0.0159;kite;0.4550;black stork, Ciconia nigra;0.2829;albatross, mollymawk;0.0735;coucal;0.0385;vulture;0.0159;kite;0.4550;black stork, Ciconia nigra;0.2829;albatross, mollymawk;0.0735;coucal;0.0385;vulture;0.0159;kite;0.4550;black stork, Ciconia nigra;0.2829;albatross, mollymawk;0.0735;coucal;0.0385;vulture;0.0159
70;0.0000;113;113;desk;0.2641;file, file cabinet, filing cabinet;0.2487;switch, electric switch, electrical switch;0.0767;washbasin, handbasin, washbowl, lavabo, wash-hand basin;0.0738;safe;0.0704;desk;0.2641;file, file cabinet, filing cabinet;0.2487;switch, electric switch, electrical switch;0.0767;washbasin, handbasin, washbowl, lavabo, wash-hand basin;0.0738;safe;0.0704;desk;0.2641;file, file cabinet, filing cabinet;0.2487;switch, electric switch, electrical switch;0.0767;washbasin, handbasin, washbowl, lavabo, wash-hand basin;0.0738;safe;0.0704;desk;0.2641;file, file cabinet, filing cabinet;0.2487;switch, electric switch, electrical switch;0.0767;washbasin, handbasin, washbowl, lavabo, wash-hand basin;0.0738;safe;0.0704;desk;0.2641;file, file cabinet, filing cabinet;0.2487;switch, electric switch, electrical switch;0.0767;washbasin, handbasin, washbowl, lavabo, wash-hand basin;0.0738;safe;0.0704
70;0.0000;113;113;hair slide;0.1285;isopod;0.0762;nail;0.0502;screw;0.0475;gar, garfish, garpike, billfish, Lepisosteus osseus;0.0458;hair slide;0.1285;isopod;0.0762;nail;0.0502;screw;0.0475;gar, garfish, garpike, billfish, Lepisosteus osseus;0.0458;hair slide;0.1285;isopod;0.0762;nail;0.0502;screw;0.0475;gar, garfish, garpike, billfish, Lepisosteus osseus;0.0458;hair slide;0.1285;isopod;0.0762;nail;0.0502;screw;0.0475;gar, garfish, garpike, billfish, Lepisosteus osseus;0.0458;hair slide;0.1285;isopod;0.0762;nail;0.0502;screw;0.0475;gar, garfish, garpike, billfish, Lepisosteus osseus;0.0458
70;0.0000;113;113;barn spider, Araneus cavaticus;0.2677;black and gold garden spider, Argiope aurantia;0.1950;walking stick, walkingstick, stick insect;0.1848;garden spider, Aranea diademata;0.1190;wolf spider, hunting spider;0.0430;barn spider, Araneus cavaticus;0.2677;black and gold garden spider, Argiope aurantia;0.1950;walking stick, walkingstick, stick insect;0.1848;garden spider, Aranea diademata;0.1190;wolf spider, hunting spider;0.0430;barn spider, Araneus cavaticus;0.2677;black and gold garden spider, Argiope aurantia;0.1950;walking stick, walkingstick, stick insect;0.1848;garden spider, Aranea diademata;0.1190;wolf spider, hunting spider;0.0430;barn spider, Araneus cavaticus;0.2677;black and gold garden spider, Argiope aurantia;0.1950;walking stick, walkingstick, stick insect;0.1848;garden spider, Aranea diademata;0.1190;wolf spider, hunting spider;0.0430;barn spider, Araneus cavaticus;0.2677;black and gold garden spider, Argiope aurantia;0.1950;walking stick, walkingstick, stick insect;0.1848;garden spider, Aranea diademata;0.1190;wolf spider, hunting spider;0.0430
70;0.0000;113;113;thresher, thrasher, threshing machine;0.0892;komondor;0.0664;Kerry blue terrier;0.0545;milk can;0.0468;oxcart;0.0348;thresher, thrasher, threshing machine;0.0892;komondor;0.0664;Kerry blue terrier;0.0545;milk can;0.0468;oxcart;0.0348;thresher, thrasher, threshing machine;0.0892;komondor;0.0664;Kerry blue terrier;0.0545;milk can;0.0468;oxcart;0.0348;thresher, thrasher, threshing machine;0.0892;komondor;0.0664;Kerry blue terrier;0.0545;milk can;0.0468;oxcart;0.0348;thresher, thrasher, threshing machine;0.0892;komondor;0.0664;Kerry blue terrier;0.0545;milk can;0.0468;oxcart;0.0348
70;0.0000;113;113;Granny Smith;0.8399;bell pepper;0.1086;candle, taper, wax light;0.0189;nipple;0.0061;fig;0.0037;Granny Smith;0.8399;bell pepper;0.1086;candle, taper, wax light;0.0189;nipple;0.0061;fig;0.0037;Granny Smith;0.8399;bell pepper;0.1086;candle, taper, wax light;0.0189;nipple;0.0061;fig;0.0037;Granny Smith;0.8399;bell pepper;0.1086;candle, taper, wax light;0.0189;nipple;0.0061;fig;0.0037;Granny Smith;0.8399;bell pepper;0.1086;candle, taper, wax light;0.0189;nipple;0.0061;fig;0.0037
70;0.0000;113;113;planetarium;0.9997;mosque;0.0001;dome;0.0001;greenhouse, nursery, glasshouse;0.0000;boathouse;0.0000;planetarium;0.9997;mosque;0.0001;dome;0.0001;greenhouse, nursery, glasshouse;0.0000;boathouse;0.0000;planetarium;0.9997;mosque;0.0001;dome;0.0001;greenhouse, nursery, glasshouse;0.0000;boathouse;0.0000;planetarium;0.9997;mosque;0.0001;dome;0.0001;greenhouse, nursery, glasshouse;0.0000;boathouse;0.0000;planetarium;0.9997;mosque;0.0001;dome;0.0001;greenhouse, nursery, glasshouse;0.0000;boathouse;0.0000
70;0.0000;113;113;vulture;0.6941;hyena, hyaena;0.0516;kite;0.0514;hornbill;0.0444;black grouse;0.0405;vulture;0.6941;hyena, hyaena;0.0516;kite;0.0514;hornbill;0.0444;black grouse;0.0405;vulture;0.6941;hyena, hyaena;0.0516;kite;0.0514;hornbill;0.0444;black grouse;0.0405;vulture;0.6941;hyena, hyaena;0.0516;kite;0.0514;hornbill;0.0444;black grouse;0.0405;vulture;0.6941;hyena, hyaena;0.0516;kite;0.0514;hornbill;0.0444;black grouse;0.0405
70;0.0000;113;113;table lamp;0.3238;stove;0.1289;studio couch, day bed;0.0588;desk;0.0406;medicine chest, medicine cabinet;0.0368;table lamp;0.3238;stove;0.1289;studio couch, day bed;0.0588;desk;0.0406;medicine chest, medicine cabinet;0.0368;table lamp;0.3238;stove;0.1289;studio couch, day bed;0.0588;desk;0.0406;medicine chest, medicine cabinet;0.0368;table lamp;0.3238;stove;0.1289;studio couch, day bed;0.0588;desk;0.0406;medicine chest, medicine cabinet;0.0368;table lamp;0.3238;stove;0.1289;studio couch, day bed;0.0588;desk;0.0406;medicine chest, medicine cabinet;0.0368
70;0.0000;113;113;white wolf, Arctic wolf, Canis lupus tundrarum;0.5383;Arctic fox, white fox, Alopex lagopus;0.2157;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.1069;kuvasz;0.0673;Great Pyrenees;0.0179;white wolf, Arctic wolf, Canis lupus tundrarum;0.5383;Arctic fox, white fox, Alopex lagopus;0.2157;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.1069;kuvasz;0.0673;Great Pyrenees;0.0179;white wolf, Arctic wolf, Canis lupus tundrarum;0.5383;Arctic fox, white fox, Alopex lagopus;0.2157;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.1069;kuvasz;0.0673;Great Pyrenees;0.0179;white wolf, Arctic wolf, Canis lupus tundrarum;0.5383;Arctic fox, white fox, Alopex lagopus;0.2157;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.1069;kuvasz;0.0673;Great Pyrenees;0.0179;white wolf, Arctic wolf, Canis lupus tundrarum;0.5383;Arctic fox, white fox, Alopex lagopus;0.2157;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.1069;kuvasz;0.0673;Great Pyrenees;0.0179
70;0.0000;113;113;English foxhound;0.6368;Walker hound, Walker foxhound;0.2650;beagle;0.0588;Brittany spaniel;0.0085;Ibizan hound, Ibizan Podenco;0.0031;English foxhound;0.6368;Walker hound, Walker foxhound;0.2650;beagle;0.0588;Brittany spaniel;0.0085;Ibizan hound, Ibizan Podenco;0.0031;English foxhound;0.6368;Walker hound, Walker foxhound;0.2650;beagle;0.0588;Brittany spaniel;0.0085;Ibizan hound, Ibizan Podenco;0.0031;English foxhound;0.6368;Walker hound, Walker foxhound;0.2650;beagle;0.0588;Brittany spaniel;0.0085;Ibizan hound, Ibizan Podenco;0.0031;English foxhound;0.6368;Walker hound, Walker foxhound;0.2650;beagle;0.0588;Brittany spaniel;0.0085;Ibizan hound, Ibizan Podenco;0.0031
70;0.0000;113;113;green mamba;0.3573;vine snake;0.2493;green snake, grass snake;0.1314;pick, plectrum, plectron;0.0308;hair slide;0.0155;green mamba;0.3573;vine snake;0.2493;green snake, grass snake;0.1314;pick, plectrum, plectron;0.0308;hair slide;0.0155;green mamba;0.3573;vine snake;0.2493;green snake, grass snake;0.1314;pick, plectrum, plectron;0.0308;hair slide;0.0155;green mamba;0.3573;vine snake;0.2493;green snake, grass snake;0.1314;pick, plectrum, plectron;0.0308;hair slide;0.0155;green mamba;0.3573;vine snake;0.2493;green snake, grass snake;0.1314;pick, plectrum, plectron;0.0308;hair slide;0.0155
70;0.0000;113;113;cradle;0.4772;birdhouse;0.0753;bassinet;0.0694;photocopier;0.0272;paper towel;0.0254;cradle;0.4772;birdhouse;0.0753;bassinet;0.0694;photocopier;0.0272;paper towel;0.0254;cradle;0.4772;birdhouse;0.0753;bassinet;0.0694;photocopier;0.0272;paper towel;0.0254;cradle;0.4772;birdhouse;0.0753;bassinet;0.0694;photocopier;0.0272;paper towel;0.0254;cradle;0.4772;birdhouse;0.0753;bassinet;0.0694;photocopier;0.0272;paper towel;0.0254
70;0.0000;113;113;cabbage butterfly;0.9399;daisy;0.0200;ant, emmet, pismire;0.0124;sulphur butterfly, sulfur butterfly;0.0123;lacewing, lacewing fly;0.0036;cabbage butterfly;0.9399;daisy;0.0200;ant, emmet, pismire;0.0124;sulphur butterfly, sulfur butterfly;0.0123;lacewing, lacewing fly;0.0036;cabbage butterfly;0.9399;daisy;0.0200;ant, emmet, pismire;0.0124;sulphur butterfly, sulfur butterfly;0.0123;lacewing, lacewing fly;0.0036;cabbage butterfly;0.9399;daisy;0.0200;ant, emmet, pismire;0.0124;sulphur butterfly, sulfur butterfly;0.0123;lacewing, lacewing fly;0.0036;cabbage butterfly;0.9399;daisy;0.0200;ant, emmet, pismire;0.0124;sulphur butterfly, sulfur butterfly;0.0123;lacewing, lacewing fly;0.0036
70;0.0000;113;113;racer, race car, racing car;0.2866;go-kart;0.1283;sports car, sport car;0.0726;tow truck, tow car, wrecker;0.0599;bobsled, bobsleigh, bob;0.0542;racer, race car, racing car;0.2866;go-kart;0.1283;sports car, sport car;0.0726;tow truck, tow car, wrecker;0.0599;bobsled, bobsleigh, bob;0.0542;racer, race car, racing car;0.2866;go-kart;0.1283;sports car, sport car;0.0726;tow truck, tow car, wrecker;0.0599;bobsled, bobsleigh, bob;0.0542;racer, race car, racing car;0.2866;go-kart;0.1283;sports car, sport car;0.0726;tow truck, tow car, wrecker;0.0599;bobsled, bobsleigh, bob;0.0542;racer, race car, racing car;0.2866;go-kart;0.1283;sports car, sport car;0.0726;tow truck, tow car, wrecker;0.0599;bobsled, bobsleigh, bob;0.0542
70;0.0000;113;113;Maltese dog, Maltese terrier, Maltese;0.2360;West Highland white terrier;0.1122;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.1108;Sealyham terrier, Sealyham;0.0859;Old English sheepdog, bobtail;0.0666;Maltese dog, Maltese terrier, Maltese;0.2360;West Highland white terrier;0.1122;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.1108;Sealyham terrier, Sealyham;0.0859;Old English sheepdog, bobtail;0.0666;Maltese dog, Maltese terrier, Maltese;0.2360;West Highland white terrier;0.1122;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.1108;Sealyham terrier, Sealyham;0.0859;Old English sheepdog, bobtail;0.0666;Maltese dog, Maltese terrier, Maltese;0.2360;West Highland white terrier;0.1122;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.1108;Sealyham terrier, Sealyham;0.0859;Old English sheepdog, bobtail;0.0666;Maltese dog, Maltese terrier, Maltese;0.2360;West Highland white terrier;0.1122;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.1108;Sealyham terrier, Sealyham;0.0859;Old English sheepdog, bobtail;0.0666
