sigma;thres;pt_w;pt_h;class1;score1;x1;y1;w1;h1;class2;score2;x2;y2;w2;h2;class3;score3;x3;y3;w3;h3;class4;score4;x4;y4;w4;h4;class5;score5;x5;y5;w5;h5
70;0.0000;156;26;bullet train, bullet;0.4406;0;0;227;227;recreational vehicle, RV, R.V.;0.2604;0;0;227;227;cassette player;0.0487;0;0;227;227;passenger car, coach, carriage;0.0456;0;0;227;227;iron, smoothing iron;0.0202;0;0;227;227
70;0.0000;156;26;harvester, reaper;0.3150;0;0;227;227;tractor;0.1928;0;0;227;227;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0686;0;0;227;227;thresher, thrasher, threshing machine;0.0677;0;0;227;227;container ship, containership, container vessel;0.0351;0;0;227;227
70;0.0000;156;26;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.8608;0;0;227;227;dugong, Dugong dugon;0.1006;0;0;227;227;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0222;0;0;227;227;sea lion;0.0034;0;0;227;227;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.0025;0;0;227;227
70;0.0000;156;26;candle, taper, wax light;0.0599;0;0;227;227;fountain;0.0562;0;0;227;227;banana;0.0511;0;0;227;227;pineapple, ananas;0.0370;0;0;227;227;wig;0.0367;0;0;227;227
70;0.0000;156;26;spoonbill;0.1795;0;0;227;227;kite;0.1726;0;0;227;227;albatross, mollymawk;0.0784;0;0;227;227;eft;0.0543;0;0;227;227;black stork, Ciconia nigra;0.0442;0;0;227;227
70;0.0000;156;26;washbasin, handbasin, washbowl, lavabo, wash-hand basin;0.2893;0;0;227;227;switch, electric switch, electrical switch;0.2887;0;0;227;227;mousetrap;0.0328;0;0;227;227;bathtub, bathing tub, bath, tub;0.0301;0;0;227;227;file, file cabinet, filing cabinet;0.0240;0;0;227;227
70;0.0000;156;26;nail;0.1210;0;0;227;227;chain;0.0604;0;0;227;227;crane;0.0587;0;0;227;227;screw;0.0549;0;0;227;227;drilling platform, offshore rig;0.0521;0;0;227;227
70;0.0000;156;26;barn spider, Araneus cavaticus;0.3743;0;0;227;227;wolf spider, hunting spider;0.1373;0;0;227;227;harvestman, daddy longlegs, Phalangium opilio;0.0846;0;0;227;227;garden spider, Aranea diademata;0.0818;0;0;227;227;spider web, spider's web;0.0661;0;0;227;227
70;0.0000;156;26;dugong, Dugong dugon;0.1063;0;0;227;227;snorkel;0.0915;0;0;227;227;platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus;0.0722;0;0;227;227;volcano;0.0543;0;0;227;227;geyser;0.0444;0;0;227;227
70;0.0000;156;26;Granny Smith;0.8215;0;0;227;227;candle, taper, wax light;0.0474;0;0;227;227;bell pepper;0.0346;0;0;227;227;fig;0.0258;0;0;227;227;nipple;0.0201;0;0;227;227
70;0.0000;156;26;planetarium;0.9978;0;0;227;227;mosque;0.0012;0;0;227;227;dome;0.0008;0;0;227;227;greenhouse, nursery, glasshouse;0.0001;0;0;227;227;mushroom;0.0000;0;0;227;227
70;0.0000;156;26;house finch, linnet, Carpodacus mexicanus;0.1512;0;0;227;227;ruffed grouse, partridge, Bonasa umbellus;0.1493;0;0;227;227;partridge;0.1392;0;0;227;227;vulture;0.0775;0;0;227;227;junco, snowbird;0.0585;0;0;227;227
70;0.0000;156;26;table lamp;0.3746;0;0;227;227;medicine chest, medicine cabinet;0.1088;0;0;227;227;wardrobe, closet, press;0.0447;0;0;227;227;lampshade, lamp shade;0.0325;0;0;227;227;spotlight, spot;0.0301;0;0;227;227
70;0.0000;156;26;Arctic fox, white fox, Alopex lagopus;0.1412;0;0;227;227;dugong, Dugong dugon;0.0645;0;0;227;227;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.0478;0;0;227;227;isopod;0.0340;0;0;227;227;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.0307;0;0;227;227
70;0.0000;156;26;English foxhound;0.3923;0;0;227;227;borzoi, Russian wolfhound;0.1445;0;0;227;227;Walker hound, Walker foxhound;0.1324;0;0;227;227;collie;0.0861;0;0;227;227;Ibizan hound, Ibizan Podenco;0.0501;0;0;227;227
70;0.0000;156;26;vine snake;0.2562;0;0;227;227;bell pepper;0.0715;0;0;227;227;green mamba;0.0648;0;0;227;227;Granny Smith;0.0592;0;0;227;227;green snake, grass snake;0.0277;0;0;227;227
70;0.0000;156;26;Band Aid;0.1451;0;0;227;227;nipple;0.0870;0;0;227;227;ice lolly, lolly, lollipop, popsicle;0.0706;0;0;227;227;pill bottle;0.0503;0;0;227;227;cradle;0.0365;0;0;227;227
70;0.0000;156;26;vase;0.2310;0;0;227;227;ant, emmet, pismire;0.1680;0;0;227;227;daisy;0.1235;0;0;227;227;axolotl, mud puppy, Ambystoma mexicanum;0.0662;0;0;227;227;cabbage butterfly;0.0619;0;0;227;227
70;0.0000;156;26;coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch;0.0585;0;0;227;227;sturgeon;0.0453;0;0;227;227;barracouta, snoek;0.0380;0;0;227;227;tench, Tinca tinca;0.0311;0;0;227;227;bobsled, bobsleigh, bob;0.0294;0;0;227;227
70;0.0000;156;26;Maltese dog, Maltese terrier, Maltese;0.3033;0;0;227;227;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.2942;0;0;227;227;West Highland white terrier;0.0675;0;0;227;227;Sealyham terrier, Sealyham;0.0660;0;0;227;227;weasel;0.0526;0;0;227;227
70;0.0000;156;26;switch, electric switch, electrical switch;0.0959;0;0;227;227;prison, prison house;0.0796;0;0;227;227;mobile home, manufactured home;0.0614;0;0;227;227;rule, ruler;0.0334;0;0;227;227;binder, ring-binder;0.0268;0;0;227;227
70;0.0000;156;26;tank, army tank, armored combat vehicle, armoured combat vehicle;0.1713;0;0;227;227;amphibian, amphibious vehicle;0.1491;0;0;227;227;dam, dike, dyke;0.0790;0;0;227;227;half track;0.0785;0;0;227;227;freight car;0.0399;0;0;227;227
70;0.0000;156;26;vestment;0.0738;0;0;227;227;shower cap;0.0665;0;0;227;227;tub, vat;0.0531;0;0;227;227;feather boa, boa;0.0498;0;0;227;227;nipple;0.0449;0;0;227;227
70;0.0000;156;26;slug;0.2876;0;0;227;227;platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus;0.0577;0;0;227;227;ringneck snake, ring-necked snake, ring snake;0.0539;0;0;227;227;nail;0.0508;0;0;227;227;nematode, nematode worm, roundworm;0.0442;0;0;227;227
70;0.0000;156;26;packet;0.0835;0;0;227;227;rubber eraser, rubber, pencil eraser;0.0662;0;0;227;227;water bottle;0.0623;0;0;227;227;Band Aid;0.0600;0;0;227;227;pill bottle;0.0460;0;0;227;227
70;0.0000;156;26;lampshade, lamp shade;0.0672;0;0;227;227;toaster;0.0601;0;0;227;227;perfume, essence;0.0341;0;0;227;227;saltshaker, salt shaker;0.0324;0;0;227;227;pencil box, pencil case;0.0309;0;0;227;227
70;0.0000;156;26;barn spider, Araneus cavaticus;0.1486;0;0;227;227;Yorkshire terrier;0.0878;0;0;227;227;Brabancon griffon;0.0618;0;0;227;227;parachute, chute;0.0315;0;0;227;227;bee;0.0290;0;0;227;227
70;0.0000;156;26;lab coat, laboratory coat;0.0749;0;0;227;227;Band Aid;0.0724;0;0;227;227;plastic bag;0.0604;0;0;227;227;eggnog;0.0522;0;0;227;227;paper towel;0.0446;0;0;227;227
70;0.0000;156;26;window shade;0.6632;0;0;227;227;space heater;0.0660;0;0;227;227;radiator;0.0659;0;0;227;227;rain barrel;0.0312;0;0;227;227;toilet tissue, toilet paper, bathroom tissue;0.0128;0;0;227;227
70;0.0000;156;26;spoonbill;0.9334;0;0;227;227;goldfish, Carassius auratus;0.0364;0;0;227;227;hummingbird;0.0097;0;0;227;227;flamingo;0.0094;0;0;227;227;hip, rose hip, rosehip;0.0037;0;0;227;227
70;0.0000;156;26;Maltese dog, Maltese terrier, Maltese;0.2357;0;0;227;227;West Highland white terrier;0.1098;0;0;227;227;Sealyham terrier, Sealyham;0.0742;0;0;227;227;Yorkshire terrier;0.0405;0;0;227;227;Chihuahua;0.0381;0;0;227;227
70;0.0000;156;26;Bouvier des Flandres, Bouviers des Flandres;0.2406;0;0;227;227;briard;0.0930;0;0;227;227;giant schnauzer;0.0539;0;0;227;227;Newfoundland, Newfoundland dog;0.0438;0;0;227;227;Old English sheepdog, bobtail;0.0408;0;0;227;227
70;0.0000;156;26;piggy bank, penny bank;0.1906;0;0;227;227;pitcher, ewer;0.1200;0;0;227;227;water jug;0.1003;0;0;227;227;hook, claw;0.0818;0;0;227;227;teapot;0.0605;0;0;227;227
70;0.0000;156;26;mosque;0.4109;0;0;227;227;nipple;0.0449;0;0;227;227;fountain;0.0417;0;0;227;227;plate rack;0.0384;0;0;227;227;freight car;0.0359;0;0;227;227
70;0.0000;156;26;sea lion;0.2900;0;0;227;227;tick;0.1073;0;0;227;227;dugong, Dugong dugon;0.1047;0;0;227;227;snail;0.0505;0;0;227;227;acorn;0.0286;0;0;227;227
70;0.0000;156;26;sports car, sport car;0.1425;0;0;227;227;cab, hack, taxi, taxicab;0.1280;0;0;227;227;racer, race car, racing car;0.1101;0;0;227;227;school bus;0.1034;0;0;227;227;ambulance;0.0530;0;0;227;227
70;0.0000;156;26;isopod;0.1067;0;0;227;227;cockroach, roach;0.0707;0;0;227;227;packet;0.0354;0;0;227;227;perfume, essence;0.0315;0;0;227;227;beaker;0.0309;0;0;227;227
70;0.0000;156;26;bee eater;0.0776;0;0;227;227;dowitcher;0.0727;0;0;227;227;damselfly;0.0617;0;0;227;227;dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk;0.0519;0;0;227;227;slug;0.0500;0;0;227;227
70;0.0000;156;26;axolotl, mud puppy, Ambystoma mexicanum;0.9998;0;0;227;227;goldfish, Carassius auratus;0.0001;0;0;227;227;dugong, Dugong dugon;0.0000;0;0;227;227;common newt, Triturus vulgaris;0.0000;0;0;227;227;tench, Tinca tinca;0.0000;0;0;227;227
70;0.0000;156;26;switch, electric switch, electrical switch;0.7770;0;0;227;227;soap dispenser;0.0310;0;0;227;227;Band Aid;0.0166;0;0;227;227;medicine chest, medicine cabinet;0.0147;0;0;227;227;toilet tissue, toilet paper, bathroom tissue;0.0123;0;0;227;227
70;0.0000;156;26;hair slide;0.3834;0;0;227;227;nipple;0.0452;0;0;227;227;lipstick, lip rouge;0.0407;0;0;227;227;handkerchief, hankie, hanky, hankey;0.0266;0;0;227;227;plastic bag;0.0256;0;0;227;227
70;0.0000;156;26;nipple;0.5084;0;0;227;227;Band Aid;0.2030;0;0;227;227;dugong, Dugong dugon;0.0526;0;0;227;227;oxygen mask;0.0279;0;0;227;227;Windsor tie;0.0207;0;0;227;227
70;0.0000;156;26;mouse, computer mouse;0.2627;0;0;227;227;hand-held computer, hand-held microcomputer;0.0492;0;0;227;227;cab, hack, taxi, taxicab;0.0483;0;0;227;227;laptop, laptop computer;0.0366;0;0;227;227;iPod;0.0308;0;0;227;227
70;0.0000;156;26;Angora, Angora rabbit;0.5556;0;0;227;227;Pekinese, Pekingese, Peke;0.1160;0;0;227;227;Pomeranian;0.0723;0;0;227;227;Great Pyrenees;0.0424;0;0;227;227;Samoyed, Samoyede;0.0392;0;0;227;227
70;0.0000;156;26;patas, hussar monkey, Erythrocebus patas;0.1241;0;0;227;227;dhole, Cuon alpinus;0.0985;0;0;227;227;brambling, Fringilla montifringilla;0.0822;0;0;227;227;proboscis monkey, Nasalis larvatus;0.0614;0;0;227;227;red fox, Vulpes vulpes;0.0359;0;0;227;227
70;0.0000;156;26;beer glass;0.0399;0;0;227;227;perfume, essence;0.0293;0;0;227;227;carousel, carrousel, merry-go-round, roundabout, whirligig;0.0267;0;0;227;227;fountain;0.0251;0;0;227;227;fire screen, fireguard;0.0232;0;0;227;227
70;0.0000;156;26;face powder;0.1757;0;0;227;227;switch, electric switch, electrical switch;0.1642;0;0;227;227;Band Aid;0.0779;0;0;227;227;binder, ring-binder;0.0570;0;0;227;227;carton;0.0540;0;0;227;227
70;0.0000;156;26;poncho;0.2971;0;0;227;227;dugong, Dugong dugon;0.0700;0;0;227;227;sweatshirt;0.0431;0;0;227;227;bulletproof vest;0.0395;0;0;227;227;chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour;0.0317;0;0;227;227
70;0.0000;156;26;affenpinscher, monkey pinscher, monkey dog;0.1692;0;0;227;227;Kerry blue terrier;0.1330;0;0;227;227;Tibetan terrier, chrysanthemum dog;0.0799;0;0;227;227;standard poodle;0.0577;0;0;227;227;Scotch terrier, Scottish terrier, Scottie;0.0518;0;0;227;227
70;0.0000;156;26;jellyfish;0.4732;0;0;227;227;hammerhead, hammerhead shark;0.1310;0;0;227;227;tiger shark, Galeocerdo cuvieri;0.0765;0;0;227;227;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.0244;0;0;227;227;wing;0.0224;0;0;227;227
70;0.0000;156;26;leafhopper;0.3004;0;0;227;227;nematode, nematode worm, roundworm;0.2122;0;0;227;227;lacewing, lacewing fly;0.1310;0;0;227;227;cucumber, cuke;0.0802;0;0;227;227;tree frog, tree-frog;0.0307;0;0;227;227
70;0.0000;156;26;lakeside, lakeshore;0.4456;0;0;227;227;promontory, headland, head, foreland;0.0989;0;0;227;227;cliff, drop, drop-off;0.0537;0;0;227;227;dugong, Dugong dugon;0.0301;0;0;227;227;barracouta, snoek;0.0285;0;0;227;227
70;0.0000;156;26;tennis ball;0.5022;0;0;227;227;fig;0.1821;0;0;227;227;eel;0.1789;0;0;227;227;Granny Smith;0.0414;0;0;227;227;jellyfish;0.0153;0;0;227;227
70;0.0000;156;26;tusker;0.1106;0;0;227;227;dugong, Dugong dugon;0.1091;0;0;227;227;stingray;0.0999;0;0;227;227;Weimaraner;0.0942;0;0;227;227;gorilla, Gorilla gorilla;0.0236;0;0;227;227
70;0.0000;156;26;Persian cat;0.1058;0;0;227;227;plastic bag;0.0821;0;0;227;227;Maltese dog, Maltese terrier, Maltese;0.0271;0;0;227;227;golf ball;0.0264;0;0;227;227;safety pin;0.0229;0;0;227;227
70;0.0000;156;26;nipple;0.0890;0;0;227;227;bubble;0.0774;0;0;227;227;wig;0.0685;0;0;227;227;Maltese dog, Maltese terrier, Maltese;0.0471;0;0;227;227;parachute, chute;0.0455;0;0;227;227
70;0.0000;156;26;wig;0.6857;0;0;227;227;shower cap;0.0553;0;0;227;227;Band Aid;0.0268;0;0;227;227;sunscreen, sunblock, sun blocker;0.0231;0;0;227;227;goldfish, Carassius auratus;0.0195;0;0;227;227
70;0.0000;156;26;goldfish, Carassius auratus;0.1269;0;0;227;227;nipple;0.0859;0;0;227;227;nematode, nematode worm, roundworm;0.0655;0;0;227;227;chain saw, chainsaw;0.0360;0;0;227;227;plastic bag;0.0344;0;0;227;227
70;0.0000;156;26;tiger shark, Galeocerdo cuvieri;0.5410;0;0;227;227;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.2742;0;0;227;227;dugong, Dugong dugon;0.0593;0;0;227;227;hammerhead, hammerhead shark;0.0276;0;0;227;227;killer whale, killer, orca, grampus, sea wolf, Orcinus orca;0.0127;0;0;227;227
70;0.0000;156;26;kite;0.1661;0;0;227;227;sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita;0.0991;0;0;227;227;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.0893;0;0;227;227;warplane, military plane;0.0560;0;0;227;227;Sealyham terrier, Sealyham;0.0303;0;0;227;227
70;0.0000;156;26;carousel, carrousel, merry-go-round, roundabout, whirligig;0.0995;0;0;227;227;Angora, Angora rabbit;0.0718;0;0;227;227;tobacco shop, tobacconist shop, tobacconist;0.0610;0;0;227;227;shower curtain;0.0591;0;0;227;227;nipple;0.0496;0;0;227;227
70;0.0000;156;26;black grouse;0.9802;0;0;227;227;partridge;0.0069;0;0;227;227;ptarmigan;0.0034;0;0;227;227;ruffed grouse, partridge, Bonasa umbellus;0.0030;0;0;227;227;hen;0.0025;0;0;227;227
70;0.0000;156;26;dishwasher, dish washer, dishwashing machine;0.1636;0;0;227;227;book jacket, dust cover, dust jacket, dust wrapper;0.0777;0;0;227;227;switch, electric switch, electrical switch;0.0668;0;0;227;227;beaker;0.0620;0;0;227;227;safe;0.0487;0;0;227;227
70;0.0000;156;26;Rhodesian ridgeback;0.2408;0;0;227;227;redbone;0.1054;0;0;227;227;vizsla, Hungarian pointer;0.0982;0;0;227;227;dhole, Cuon alpinus;0.0789;0;0;227;227;Great Dane;0.0492;0;0;227;227
70;0.0000;156;26;barn spider, Araneus cavaticus;0.6461;0;0;227;227;cicada, cicala;0.0198;0;0;227;227;knot;0.0186;0;0;227;227;ant, emmet, pismire;0.0177;0;0;227;227;isopod;0.0113;0;0;227;227
70;0.0000;156;26;Lhasa, Lhasa apso;0.1552;0;0;227;227;Norfolk terrier;0.1499;0;0;227;227;otterhound, otter hound;0.1394;0;0;227;227;Tibetan terrier, chrysanthemum dog;0.1066;0;0;227;227;Australian terrier;0.0530;0;0;227;227
70;0.0000;156;26;lampshade, lamp shade;0.1818;0;0;227;227;toilet tissue, toilet paper, bathroom tissue;0.1076;0;0;227;227;spotlight, spot;0.0549;0;0;227;227;bathtub, bathing tub, bath, tub;0.0460;0;0;227;227;barrel, cask;0.0387;0;0;227;227
70;0.0000;156;26;promontory, headland, head, foreland;0.4632;0;0;227;227;lakeside, lakeshore;0.1540;0;0;227;227;alp;0.0873;0;0;227;227;valley, vale;0.0836;0;0;227;227;volcano;0.0687;0;0;227;227
70;0.0000;156;26;Irish water spaniel;0.1261;0;0;227;227;mink;0.0929;0;0;227;227;Afghan hound, Afghan;0.0631;0;0;227;227;spider monkey, Ateles geoffroyi;0.0611;0;0;227;227;Sussex spaniel;0.0538;0;0;227;227
70;0.0000;156;26;prison, prison house;0.3090;0;0;227;227;picket fence, paling;0.0443;0;0;227;227;worm fence, snake fence, snake-rail fence, Virginia fence;0.0338;0;0;227;227;komondor;0.0248;0;0;227;227;milk can;0.0189;0;0;227;227
70;0.0000;156;26;garden spider, Aranea diademata;0.3035;0;0;227;227;barn spider, Araneus cavaticus;0.2126;0;0;227;227;black and gold garden spider, Argiope aurantia;0.1119;0;0;227;227;wolf spider, hunting spider;0.1103;0;0;227;227;cicada, cicala;0.0817;0;0;227;227
70;0.0000;156;26;can opener, tin opener;0.1806;0;0;227;227;syringe;0.1599;0;0;227;227;frying pan, frypan, skillet;0.0503;0;0;227;227;lotion;0.0339;0;0;227;227;cocktail shaker;0.0315;0;0;227;227
70;0.0000;156;26;candle, taper, wax light;0.0973;0;0;227;227;cinema, movie theater, movie theatre, movie house, picture palace;0.0921;0;0;227;227;pop bottle, soda bottle;0.0795;0;0;227;227;beer bottle;0.0549;0;0;227;227;torch;0.0548;0;0;227;227
70;0.0000;156;26;nematode, nematode worm, roundworm;0.1616;0;0;227;227;vine snake;0.0735;0;0;227;227;ant, emmet, pismire;0.0564;0;0;227;227;spider web, spider's web;0.0449;0;0;227;227;slug;0.0440;0;0;227;227
70;0.0000;156;26;barn spider, Araneus cavaticus;0.1036;0;0;227;227;isopod;0.0729;0;0;227;227;nematode, nematode worm, roundworm;0.0579;0;0;227;227;platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus;0.0528;0;0;227;227;leopard, Panthera pardus;0.0271;0;0;227;227
70;0.0000;156;26;remote control, remote;0.4155;0;0;227;227;mouse, computer mouse;0.1054;0;0;227;227;saltshaker, salt shaker;0.0847;0;0;227;227;punching bag, punch bag, punching ball, punchball;0.0442;0;0;227;227;iron, smoothing iron;0.0407;0;0;227;227
70;0.0000;156;26;isopod;0.1900;0;0;227;227;common newt, Triturus vulgaris;0.1507;0;0;227;227;axolotl, mud puppy, Ambystoma mexicanum;0.0840;0;0;227;227;African chameleon, Chamaeleo chamaeleon;0.0563;0;0;227;227;ringlet, ringlet butterfly;0.0492;0;0;227;227
70;0.0000;156;26;Sealyham terrier, Sealyham;0.2201;0;0;227;227;borzoi, Russian wolfhound;0.1958;0;0;227;227;Samoyed, Samoyede;0.0688;0;0;227;227;weasel;0.0521;0;0;227;227;whippet;0.0337;0;0;227;227
70;0.0000;156;26;guenon, guenon monkey;0.3010;0;0;227;227;patas, hussar monkey, Erythrocebus patas;0.1337;0;0;227;227;titi, titi monkey;0.0774;0;0;227;227;langur;0.0574;0;0;227;227;badger;0.0438;0;0;227;227
70;0.0000;156;26;patas, hussar monkey, Erythrocebus patas;0.3070;0;0;227;227;Persian cat;0.1153;0;0;227;227;macaque;0.0830;0;0;227;227;keeshond;0.0568;0;0;227;227;dhole, Cuon alpinus;0.0544;0;0;227;227
70;0.0000;156;26;yawl;0.5974;0;0;227;227;schooner;0.1741;0;0;227;227;catamaran;0.1494;0;0;227;227;trimaran;0.0348;0;0;227;227;projectile, missile;0.0127;0;0;227;227
70;0.0000;156;26;macaque;0.7716;0;0;227;227;proboscis monkey, Nasalis larvatus;0.1386;0;0;227;227;langur;0.0190;0;0;227;227;baboon;0.0131;0;0;227;227;patas, hussar monkey, Erythrocebus patas;0.0122;0;0;227;227
70;0.0000;156;26;bullet train, bullet;0.1097;0;0;227;227;radio telescope, radio reflector;0.0545;0;0;227;227;umbrella;0.0459;0;0;227;227;solar dish, solar collector, solar furnace;0.0416;0;0;227;227;mobile home, manufactured home;0.0333;0;0;227;227
70;0.0000;156;26;wood rabbit, cottontail, cottontail rabbit;0.4769;0;0;227;227;hare;0.4010;0;0;227;227;electric ray, crampfish, numbfish, torpedo;0.0264;0;0;227;227;dhole, Cuon alpinus;0.0162;0;0;227;227;limpkin, Aramus pictus;0.0101;0;0;227;227
70;0.0000;156;26;dugong, Dugong dugon;0.1301;0;0;227;227;isopod;0.1104;0;0;227;227;bittern;0.0959;0;0;227;227;limpkin, Aramus pictus;0.0645;0;0;227;227;badger;0.0565;0;0;227;227
70;0.0000;156;26;strawberry;0.5234;0;0;227;227;bell pepper;0.1425;0;0;227;227;goldfish, Carassius auratus;0.0798;0;0;227;227;vase;0.0540;0;0;227;227;beaker;0.0386;0;0;227;227
70;0.0000;156;26;nematode, nematode worm, roundworm;0.1659;0;0;227;227;ant, emmet, pismire;0.0956;0;0;227;227;velvet;0.0600;0;0;227;227;lakeside, lakeshore;0.0547;0;0;227;227;lacewing, lacewing fly;0.0334;0;0;227;227
70;0.0000;50;97;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.1584;0;0;227;227;platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus;0.1530;0;0;227;227;barracouta, snoek;0.0724;0;0;227;227;puffer, pufferfish, blowfish, globefish;0.0720;0;0;227;227;American alligator, Alligator mississipiensis;0.0584;0;0;227;227
70;0.0000;50;97;dogsled, dog sled, dog sleigh;0.3133;0;0;227;227;ski;0.1583;0;0;227;227;alp;0.0698;0;0;227;227;Irish wolfhound;0.0664;0;0;227;227;Scottish deerhound, deerhound;0.0562;0;0;227;227
70;0.0000;50;97;Shetland sheepdog, Shetland sheep dog, Shetland;0.4835;0;0;227;227;collie;0.4716;0;0;227;227;borzoi, Russian wolfhound;0.0138;0;0;227;227;papillon;0.0090;0;0;227;227;dhole, Cuon alpinus;0.0076;0;0;227;227
70;0.0000;50;97;eggnog;0.3422;0;0;227;227;espresso;0.1415;0;0;227;227;beer glass;0.1296;0;0;227;227;consomme;0.1143;0;0;227;227;cup;0.1022;0;0;227;227
70;0.0000;50;97;mousetrap;0.1491;0;0;227;227;hamster;0.1408;0;0;227;227;harmonica, mouth organ, harp, mouth harp;0.0319;0;0;227;227;tarantula;0.0156;0;0;227;227;pencil sharpener;0.0152;0;0;227;227
70;0.0000;50;97;nail;0.2521;0;0;227;227;thunder snake, worm snake, Carphophis amoenus;0.1830;0;0;227;227;water snake;0.0919;0;0;227;227;ringneck snake, ring-necked snake, ring snake;0.0899;0;0;227;227;slug;0.0583;0;0;227;227
