sigma;thres;class1;score1;class2;score2;class3;score3;class4;score4;class5;score5;class6;score6;class7;score7;class8;score8;class9;score9;class10;score10;class11;score11;class12;score12;class13;score13;class14;score14;class15;score15;class16;score16;class17;score17;class18;score18;class19;score19;class20;score20;class21;score21;class22;score22;class23;score23;class24;score24;class25;score25;x1;y1;w1;h1;x2;y2;w2;h2;x3;y3;w3;h3;x4;y4;w4;h4;x5;y5;w5;h5
1;0.0000;brain coral;0.9889;coral reef;0.0067;electric ray, crampfish, numbfish, torpedo;0.0028;puffer, pufferfish, blowfish, globefish;0.0006;stingray;0.0004;brain coral;0.9889;coral reef;0.0067;electric ray, crampfish, numbfish, torpedo;0.0028;puffer, pufferfish, blowfish, globefish;0.0006;stingray;0.0004;brain coral;0.9889;coral reef;0.0067;electric ray, crampfish, numbfish, torpedo;0.0028;puffer, pufferfish, blowfish, globefish;0.0006;stingray;0.0004;brain coral;0.9889;coral reef;0.0067;electric ray, crampfish, numbfish, torpedo;0.0028;puffer, pufferfish, blowfish, globefish;0.0006;stingray;0.0004;brain coral;0.9889;coral reef;0.0067;electric ray, crampfish, numbfish, torpedo;0.0028;puffer, pufferfish, blowfish, globefish;0.0006;stingray;0.0004;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.9986;lynx, catamount;0.0013;lion, king of beasts, Panthera leo;0.0000;jaguar, panther, Panthera onca, Felis onca;0.0000;Egyptian cat;0.0000;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.9986;lynx, catamount;0.0013;lion, king of beasts, Panthera leo;0.0000;jaguar, panther, Panthera onca, Felis onca;0.0000;Egyptian cat;0.0000;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.9986;lynx, catamount;0.0013;lion, king of beasts, Panthera leo;0.0000;jaguar, panther, Panthera onca, Felis onca;0.0000;Egyptian cat;0.0000;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.9986;lynx, catamount;0.0013;lion, king of beasts, Panthera leo;0.0000;jaguar, panther, Panthera onca, Felis onca;0.0000;Egyptian cat;0.0000;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.9986;lynx, catamount;0.0013;lion, king of beasts, Panthera leo;0.0000;jaguar, panther, Panthera onca, Felis onca;0.0000;Egyptian cat;0.0000;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;guenon, guenon monkey;0.8048;patas, hussar monkey, Erythrocebus patas;0.1897;titi, titi monkey;0.0026;colobus, colobus monkey;0.0013;macaque;0.0005;guenon, guenon monkey;0.8048;patas, hussar monkey, Erythrocebus patas;0.1897;titi, titi monkey;0.0026;colobus, colobus monkey;0.0013;macaque;0.0005;guenon, guenon monkey;0.8048;patas, hussar monkey, Erythrocebus patas;0.1897;titi, titi monkey;0.0026;colobus, colobus monkey;0.0013;macaque;0.0005;guenon, guenon monkey;0.8048;patas, hussar monkey, Erythrocebus patas;0.1897;titi, titi monkey;0.0026;colobus, colobus monkey;0.0013;macaque;0.0005;guenon, guenon monkey;0.8048;patas, hussar monkey, Erythrocebus patas;0.1897;titi, titi monkey;0.0026;colobus, colobus monkey;0.0013;macaque;0.0005;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;recreational vehicle, RV, R.V.;0.9957;minibus;0.0028;mobile home, manufactured home;0.0005;moving van;0.0004;ambulance;0.0004;recreational vehicle, RV, R.V.;0.9957;minibus;0.0028;mobile home, manufactured home;0.0005;moving van;0.0004;ambulance;0.0004;recreational vehicle, RV, R.V.;0.9957;minibus;0.0028;mobile home, manufactured home;0.0005;moving van;0.0004;ambulance;0.0004;recreational vehicle, RV, R.V.;0.9957;minibus;0.0028;mobile home, manufactured home;0.0005;moving van;0.0004;ambulance;0.0004;recreational vehicle, RV, R.V.;0.9957;minibus;0.0028;mobile home, manufactured home;0.0005;moving van;0.0004;ambulance;0.0004;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;harvester, reaper;0.9308;thresher, thrasher, threshing machine;0.0577;tractor;0.0055;plow, plough;0.0036;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0007;harvester, reaper;0.9308;thresher, thrasher, threshing machine;0.0577;tractor;0.0055;plow, plough;0.0036;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0007;harvester, reaper;0.9308;thresher, thrasher, threshing machine;0.0577;tractor;0.0055;plow, plough;0.0036;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0007;harvester, reaper;0.9308;thresher, thrasher, threshing machine;0.0577;tractor;0.0055;plow, plough;0.0036;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0007;harvester, reaper;0.9308;thresher, thrasher, threshing machine;0.0577;tractor;0.0055;plow, plough;0.0036;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0007;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.9614;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0378;killer whale, killer, orca, grampus, sea wolf, Orcinus orca;0.0004;dugong, Dugong dugon;0.0001;sea lion;0.0001;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.9614;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0378;killer whale, killer, orca, grampus, sea wolf, Orcinus orca;0.0004;dugong, Dugong dugon;0.0001;sea lion;0.0001;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.9614;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0378;killer whale, killer, orca, grampus, sea wolf, Orcinus orca;0.0004;dugong, Dugong dugon;0.0001;sea lion;0.0001;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.9614;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0378;killer whale, killer, orca, grampus, sea wolf, Orcinus orca;0.0004;dugong, Dugong dugon;0.0001;sea lion;0.0001;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.9614;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0378;killer whale, killer, orca, grampus, sea wolf, Orcinus orca;0.0004;dugong, Dugong dugon;0.0001;sea lion;0.0001;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;goldfish, Carassius auratus;0.7974;fire screen, fireguard;0.1445;axolotl, mud puppy, Ambystoma mexicanum;0.0182;volcano;0.0047;eft;0.0035;goldfish, Carassius auratus;0.7974;fire screen, fireguard;0.1445;axolotl, mud puppy, Ambystoma mexicanum;0.0182;volcano;0.0047;eft;0.0035;goldfish, Carassius auratus;0.7974;fire screen, fireguard;0.1445;axolotl, mud puppy, Ambystoma mexicanum;0.0182;volcano;0.0047;eft;0.0035;goldfish, Carassius auratus;0.7974;fire screen, fireguard;0.1445;axolotl, mud puppy, Ambystoma mexicanum;0.0182;volcano;0.0047;eft;0.0035;goldfish, Carassius auratus;0.7974;fire screen, fireguard;0.1445;axolotl, mud puppy, Ambystoma mexicanum;0.0182;volcano;0.0047;eft;0.0035;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;kite;0.9786;vulture;0.0121;coucal;0.0037;bald eagle, American eagle, Haliaeetus leucocephalus;0.0029;limpkin, Aramus pictus;0.0011;kite;0.9786;vulture;0.0121;coucal;0.0037;bald eagle, American eagle, Haliaeetus leucocephalus;0.0029;limpkin, Aramus pictus;0.0011;kite;0.9786;vulture;0.0121;coucal;0.0037;bald eagle, American eagle, Haliaeetus leucocephalus;0.0029;limpkin, Aramus pictus;0.0011;kite;0.9786;vulture;0.0121;coucal;0.0037;bald eagle, American eagle, Haliaeetus leucocephalus;0.0029;limpkin, Aramus pictus;0.0011;kite;0.9786;vulture;0.0121;coucal;0.0037;bald eagle, American eagle, Haliaeetus leucocephalus;0.0029;limpkin, Aramus pictus;0.0011;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;carton;0.7869;crate;0.1438;chest;0.0232;file, file cabinet, filing cabinet;0.0219;envelope;0.0034;carton;0.7869;crate;0.1438;chest;0.0232;file, file cabinet, filing cabinet;0.0219;envelope;0.0034;carton;0.7869;crate;0.1438;chest;0.0232;file, file cabinet, filing cabinet;0.0219;envelope;0.0034;carton;0.7869;crate;0.1438;chest;0.0232;file, file cabinet, filing cabinet;0.0219;envelope;0.0034;carton;0.7869;crate;0.1438;chest;0.0232;file, file cabinet, filing cabinet;0.0219;envelope;0.0034;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;crane;0.9966;steel arch bridge;0.0021;drilling platform, offshore rig;0.0006;pier;0.0002;hook, claw;0.0002;crane;0.9966;steel arch bridge;0.0021;drilling platform, offshore rig;0.0006;pier;0.0002;hook, claw;0.0002;crane;0.9966;steel arch bridge;0.0021;drilling platform, offshore rig;0.0006;pier;0.0002;hook, claw;0.0002;crane;0.9966;steel arch bridge;0.0021;drilling platform, offshore rig;0.0006;pier;0.0002;hook, claw;0.0002;crane;0.9966;steel arch bridge;0.0021;drilling platform, offshore rig;0.0006;pier;0.0002;hook, claw;0.0002;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;porcupine, hedgehog;0.5198;limpkin, Aramus pictus;0.1561;titi, titi monkey;0.0675;marmoset;0.0546;baboon;0.0486;porcupine, hedgehog;0.5198;limpkin, Aramus pictus;0.1561;titi, titi monkey;0.0675;marmoset;0.0546;baboon;0.0486;porcupine, hedgehog;0.5198;limpkin, Aramus pictus;0.1561;titi, titi monkey;0.0675;marmoset;0.0546;baboon;0.0486;porcupine, hedgehog;0.5198;limpkin, Aramus pictus;0.1561;titi, titi monkey;0.0675;marmoset;0.0546;baboon;0.0486;porcupine, hedgehog;0.5198;limpkin, Aramus pictus;0.1561;titi, titi monkey;0.0675;marmoset;0.0546;baboon;0.0486;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;English foxhound;0.3091;Ibizan hound, Ibizan Podenco;0.2393;Saluki, gazelle hound;0.0597;German short-haired pointer;0.0455;Walker hound, Walker foxhound;0.0349;English foxhound;0.3091;Ibizan hound, Ibizan Podenco;0.2393;Saluki, gazelle hound;0.0597;German short-haired pointer;0.0455;Walker hound, Walker foxhound;0.0349;English foxhound;0.3091;Ibizan hound, Ibizan Podenco;0.2393;Saluki, gazelle hound;0.0597;German short-haired pointer;0.0455;Walker hound, Walker foxhound;0.0349;English foxhound;0.3091;Ibizan hound, Ibizan Podenco;0.2393;Saluki, gazelle hound;0.0597;German short-haired pointer;0.0455;Walker hound, Walker foxhound;0.0349;English foxhound;0.3091;Ibizan hound, Ibizan Podenco;0.2393;Saluki, gazelle hound;0.0597;German short-haired pointer;0.0455;Walker hound, Walker foxhound;0.0349;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;Granny Smith;0.9991;bell pepper;0.0005;candle, taper, wax light;0.0002;fig;0.0000;banana;0.0000;Granny Smith;0.9991;bell pepper;0.0005;candle, taper, wax light;0.0002;fig;0.0000;banana;0.0000;Granny Smith;0.9991;bell pepper;0.0005;candle, taper, wax light;0.0002;fig;0.0000;banana;0.0000;Granny Smith;0.9991;bell pepper;0.0005;candle, taper, wax light;0.0002;fig;0.0000;banana;0.0000;Granny Smith;0.9991;bell pepper;0.0005;candle, taper, wax light;0.0002;fig;0.0000;banana;0.0000;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;planetarium;1.0000;dome;0.0000;mosque;0.0000;stupa, tope;0.0000;water tower;0.0000;planetarium;1.0000;dome;0.0000;mosque;0.0000;stupa, tope;0.0000;water tower;0.0000;planetarium;1.0000;dome;0.0000;mosque;0.0000;stupa, tope;0.0000;water tower;0.0000;planetarium;1.0000;dome;0.0000;mosque;0.0000;stupa, tope;0.0000;water tower;0.0000;planetarium;1.0000;dome;0.0000;mosque;0.0000;stupa, tope;0.0000;water tower;0.0000;0;0;227;227;0;0;227;227;0;0;0;0;0;0;0;0;0;0;227;227
1;0.0000;vulture;0.5496;black grouse;0.2280;ruffed grouse, partridge, Bonasa umbellus;0.1011;partridge;0.0927;prairie chicken, prairie grouse, prairie fowl;0.0118;vulture;0.5496;black grouse;0.2280;ruffed grouse, partridge, Bonasa umbellus;0.1011;partridge;0.0927;prairie chicken, prairie grouse, prairie fowl;0.0118;vulture;0.5496;black grouse;0.2280;ruffed grouse, partridge, Bonasa umbellus;0.1011;partridge;0.0927;prairie chicken, prairie grouse, prairie fowl;0.0118;vulture;0.5496;black grouse;0.2280;ruffed grouse, partridge, Bonasa umbellus;0.1011;partridge;0.0927;prairie chicken, prairie grouse, prairie fowl;0.0118;vulture;0.5496;black grouse;0.2280;ruffed grouse, partridge, Bonasa umbellus;0.1011;partridge;0.0927;prairie chicken, prairie grouse, prairie fowl;0.0118;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;table lamp;0.9622;lampshade, lamp shade;0.0201;pedestal, plinth, footstall;0.0054;birdhouse;0.0020;altar;0.0018;table lamp;0.9622;lampshade, lamp shade;0.0201;pedestal, plinth, footstall;0.0054;birdhouse;0.0020;altar;0.0018;table lamp;0.9622;lampshade, lamp shade;0.0201;pedestal, plinth, footstall;0.0054;birdhouse;0.0020;altar;0.0018;table lamp;0.9622;lampshade, lamp shade;0.0201;pedestal, plinth, footstall;0.0054;birdhouse;0.0020;altar;0.0018;table lamp;0.9622;lampshade, lamp shade;0.0201;pedestal, plinth, footstall;0.0054;birdhouse;0.0020;altar;0.0018;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;white wolf, Arctic wolf, Canis lupus tundrarum;0.9889;timber wolf, grey wolf, gray wolf, Canis lupus;0.0089;Arctic fox, white fox, Alopex lagopus;0.0021;dingo, warrigal, warragal, Canis dingo;0.0001;red wolf, maned wolf, Canis rufus, Canis niger;0.0000;white wolf, Arctic wolf, Canis lupus tundrarum;0.9889;timber wolf, grey wolf, gray wolf, Canis lupus;0.0089;Arctic fox, white fox, Alopex lagopus;0.0021;dingo, warrigal, warragal, Canis dingo;0.0001;red wolf, maned wolf, Canis rufus, Canis niger;0.0000;white wolf, Arctic wolf, Canis lupus tundrarum;0.9889;timber wolf, grey wolf, gray wolf, Canis lupus;0.0089;Arctic fox, white fox, Alopex lagopus;0.0021;dingo, warrigal, warragal, Canis dingo;0.0001;red wolf, maned wolf, Canis rufus, Canis niger;0.0000;white wolf, Arctic wolf, Canis lupus tundrarum;0.9889;timber wolf, grey wolf, gray wolf, Canis lupus;0.0089;Arctic fox, white fox, Alopex lagopus;0.0021;dingo, warrigal, warragal, Canis dingo;0.0001;red wolf, maned wolf, Canis rufus, Canis niger;0.0000;white wolf, Arctic wolf, Canis lupus tundrarum;0.9889;timber wolf, grey wolf, gray wolf, Canis lupus;0.0089;Arctic fox, white fox, Alopex lagopus;0.0021;dingo, warrigal, warragal, Canis dingo;0.0001;red wolf, maned wolf, Canis rufus, Canis niger;0.0000;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;Walker hound, Walker foxhound;0.2555;beagle;0.2319;English foxhound;0.1412;Cardigan, Cardigan Welsh corgi;0.1020;Pembroke, Pembroke Welsh corgi;0.0461;Walker hound, Walker foxhound;0.2555;beagle;0.2319;English foxhound;0.1412;Cardigan, Cardigan Welsh corgi;0.1020;Pembroke, Pembroke Welsh corgi;0.0461;Walker hound, Walker foxhound;0.2555;beagle;0.2319;English foxhound;0.1412;Cardigan, Cardigan Welsh corgi;0.1020;Pembroke, Pembroke Welsh corgi;0.0461;Walker hound, Walker foxhound;0.2555;beagle;0.2319;English foxhound;0.1412;Cardigan, Cardigan Welsh corgi;0.1020;Pembroke, Pembroke Welsh corgi;0.0461;Walker hound, Walker foxhound;0.2555;beagle;0.2319;English foxhound;0.1412;Cardigan, Cardigan Welsh corgi;0.1020;Pembroke, Pembroke Welsh corgi;0.0461;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;green mamba;0.7662;vine snake;0.1327;green snake, grass snake;0.0468;night snake, Hypsiglena torquata;0.0372;sidewinder, horned rattlesnake, Crotalus cerastes;0.0057;green mamba;0.7662;vine snake;0.1327;green snake, grass snake;0.0468;night snake, Hypsiglena torquata;0.0372;sidewinder, horned rattlesnake, Crotalus cerastes;0.0057;green mamba;0.7662;vine snake;0.1327;green snake, grass snake;0.0468;night snake, Hypsiglena torquata;0.0372;sidewinder, horned rattlesnake, Crotalus cerastes;0.0057;green mamba;0.7662;vine snake;0.1327;green snake, grass snake;0.0468;night snake, Hypsiglena torquata;0.0372;sidewinder, horned rattlesnake, Crotalus cerastes;0.0057;green mamba;0.7662;vine snake;0.1327;green snake, grass snake;0.0468;night snake, Hypsiglena torquata;0.0372;sidewinder, horned rattlesnake, Crotalus cerastes;0.0057;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;birdhouse;0.3026;hamper;0.2423;pedestal, plinth, footstall;0.0531;lampshade, lamp shade;0.0410;window shade;0.0332;birdhouse;0.3026;hamper;0.2423;pedestal, plinth, footstall;0.0531;lampshade, lamp shade;0.0410;window shade;0.0332;birdhouse;0.3026;hamper;0.2423;pedestal, plinth, footstall;0.0531;lampshade, lamp shade;0.0410;window shade;0.0332;birdhouse;0.3026;hamper;0.2423;pedestal, plinth, footstall;0.0531;lampshade, lamp shade;0.0410;window shade;0.0332;birdhouse;0.3026;hamper;0.2423;pedestal, plinth, footstall;0.0531;lampshade, lamp shade;0.0410;window shade;0.0332;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
