sigma;thres;class1;score1;class2;score2;class3;score3;class4;score4;class5;score5;class6;score6;class7;score7;class8;score8;class9;score9;class10;score10;class11;score11;class12;score12;class13;score13;class14;score14;class15;score15;class16;score16;class17;score17;class18;score18;class19;score19;class20;score20;class21;score21;class22;score22;class23;score23;class24;score24;class25;score25;x1;y1;w1;h1;x2;y2;w2;h2;x3;y3;w3;h3;x4;y4;w4;h4;x5;y5;w5;h5
1;0.5000;brain coral;0.9862;jackfruit, jak, jack;0.0096;coral reef;0.0035;sea urchin;0.0002;bolete;0.0002;brain coral;0.9862;jackfruit, jak, jack;0.0096;coral reef;0.0035;sea urchin;0.0002;bolete;0.0002;brain coral;0.9862;jackfruit, jak, jack;0.0096;coral reef;0.0035;sea urchin;0.0002;bolete;0.0002;brain coral;0.9862;jackfruit, jak, jack;0.0096;coral reef;0.0035;sea urchin;0.0002;bolete;0.0002;brain coral;0.9862;jackfruit, jak, jack;0.0096;coral reef;0.0035;sea urchin;0.0002;bolete;0.0002;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224
1;0.5000;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.9941;lynx, catamount;0.0048;jaguar, panther, Panthera onca, Felis onca;0.0007;lion, king of beasts, Panthera leo;0.0003;wallaby, brush kangaroo;0.0001;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.9949;lynx, catamount;0.0039;wallaby, brush kangaroo;0.0006;jaguar, panther, Panthera onca, Felis onca;0.0002;lion, king of beasts, Panthera leo;0.0002;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.9949;lynx, catamount;0.0039;wallaby, brush kangaroo;0.0006;jaguar, panther, Panthera onca, Felis onca;0.0002;lion, king of beasts, Panthera leo;0.0002;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.9949;lynx, catamount;0.0039;wallaby, brush kangaroo;0.0006;jaguar, panther, Panthera onca, Felis onca;0.0002;lion, king of beasts, Panthera leo;0.0002;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.9949;lynx, catamount;0.0039;wallaby, brush kangaroo;0.0006;jaguar, panther, Panthera onca, Felis onca;0.0002;lion, king of beasts, Panthera leo;0.0002;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224
1;0.5000;guenon, guenon monkey;0.9847;patas, hussar monkey, Erythrocebus patas;0.0151;titi, titi monkey;0.0001;squirrel monkey, Saimiri sciureus;0.0000;macaque;0.0000;guenon, guenon monkey;0.9847;patas, hussar monkey, Erythrocebus patas;0.0151;titi, titi monkey;0.0001;squirrel monkey, Saimiri sciureus;0.0000;macaque;0.0000;guenon, guenon monkey;0.9772;patas, hussar monkey, Erythrocebus patas;0.0223;titi, titi monkey;0.0002;squirrel monkey, Saimiri sciureus;0.0001;macaque;0.0001;guenon, guenon monkey;0.9847;patas, hussar monkey, Erythrocebus patas;0.0151;titi, titi monkey;0.0001;squirrel monkey, Saimiri sciureus;0.0000;macaque;0.0000;guenon, guenon monkey;0.9847;patas, hussar monkey, Erythrocebus patas;0.0151;titi, titi monkey;0.0001;squirrel monkey, Saimiri sciureus;0.0000;macaque;0.0000;0;0;224;224;1;0;223;224;0;0;224;224;0;0;224;224;0;0;224;224
1;0.5000;recreational vehicle, RV, R.V.;0.9525;minibus;0.0251;moving van;0.0102;police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria;0.0037;mobile home, manufactured home;0.0034;recreational vehicle, RV, R.V.;0.9493;minibus;0.0258;moving van;0.0111;police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria;0.0046;mobile home, manufactured home;0.0040;recreational vehicle, RV, R.V.;0.9493;minibus;0.0258;moving van;0.0111;police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria;0.0046;mobile home, manufactured home;0.0040;recreational vehicle, RV, R.V.;0.9493;minibus;0.0258;moving van;0.0111;police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria;0.0046;mobile home, manufactured home;0.0040;recreational vehicle, RV, R.V.;0.9493;minibus;0.0258;moving van;0.0111;police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria;0.0046;mobile home, manufactured home;0.0040;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224
1;0.5000;harvester, reaper;0.8211;hay;0.1331;thresher, thrasher, threshing machine;0.0209;tractor;0.0063;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0023;harvester, reaper;0.8211;hay;0.1331;thresher, thrasher, threshing machine;0.0209;tractor;0.0063;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0023;harvester, reaper;0.8211;hay;0.1331;thresher, thrasher, threshing machine;0.0209;tractor;0.0063;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0023;harvester, reaper;0.8224;hay;0.1183;thresher, thrasher, threshing machine;0.0338;tractor;0.0074;plow, plough;0.0037;harvester, reaper;0.8211;hay;0.1331;thresher, thrasher, threshing machine;0.0209;tractor;0.0063;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0023;0;0;224;224;0;0;224;224;0;2;224;222;0;0;224;224;0;0;224;224
1;0.5000;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.9994;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0006;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.0000;killer whale, killer, orca, grampus, sea wolf, Orcinus orca;0.0000;loggerhead, loggerhead turtle, Caretta caretta;0.0000;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.9994;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0006;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.0000;killer whale, killer, orca, grampus, sea wolf, Orcinus orca;0.0000;loggerhead, loggerhead turtle, Caretta caretta;0.0000;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.9994;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0006;killer whale, killer, orca, grampus, sea wolf, Orcinus orca;0.0000;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.0000;loggerhead, loggerhead turtle, Caretta caretta;0.0000;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.9994;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0006;killer whale, killer, orca, grampus, sea wolf, Orcinus orca;0.0000;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.0000;loggerhead, loggerhead turtle, Caretta caretta;0.0000;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.9994;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0006;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.0000;killer whale, killer, orca, grampus, sea wolf, Orcinus orca;0.0000;loggerhead, loggerhead turtle, Caretta caretta;0.0000;0;0;0;0;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224
1;0.5000;feather boa, boa;0.2348;torch;0.2198;quill, quill pen;0.1979;axolotl, mud puppy, Ambystoma mexicanum;0.0379;matchstick;0.0369;feather boa, boa;0.2348;torch;0.2198;quill, quill pen;0.1979;axolotl, mud puppy, Ambystoma mexicanum;0.0379;matchstick;0.0369;feather boa, boa;0.2348;torch;0.2198;quill, quill pen;0.1979;axolotl, mud puppy, Ambystoma mexicanum;0.0379;matchstick;0.0369;feather boa, boa;0.2348;torch;0.2198;quill, quill pen;0.1979;axolotl, mud puppy, Ambystoma mexicanum;0.0379;matchstick;0.0369;feather boa, boa;0.2348;torch;0.2198;quill, quill pen;0.1979;axolotl, mud puppy, Ambystoma mexicanum;0.0379;matchstick;0.0369;0;1;224;222;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224
1;0.5000;kite;0.8349;vulture;0.0995;coucal;0.0342;hummingbird;0.0080;black stork, Ciconia nigra;0.0052;kite;0.8349;vulture;0.0995;coucal;0.0342;hummingbird;0.0080;black stork, Ciconia nigra;0.0052;kite;0.8349;vulture;0.0995;coucal;0.0342;hummingbird;0.0080;black stork, Ciconia nigra;0.0052;kite;0.8349;vulture;0.0995;coucal;0.0342;hummingbird;0.0080;black stork, Ciconia nigra;0.0052;kite;0.8349;vulture;0.0995;coucal;0.0342;hummingbird;0.0080;black stork, Ciconia nigra;0.0052;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224
1;0.5000;carton;0.7786;file, file cabinet, filing cabinet;0.0884;crate;0.0385;desk;0.0293;chest;0.0200;carton;0.7891;file, file cabinet, filing cabinet;0.0697;crate;0.0471;desk;0.0252;chest;0.0248;carton;0.7660;file, file cabinet, filing cabinet;0.0988;crate;0.0411;desk;0.0284;chest;0.0225;carton;0.7786;file, file cabinet, filing cabinet;0.0884;crate;0.0385;desk;0.0293;chest;0.0200;carton;0.7786;file, file cabinet, filing cabinet;0.0884;crate;0.0385;desk;0.0293;chest;0.0200;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224
1;0.5000;crane;0.9820;radio, wireless;0.0062;drilling platform, offshore rig;0.0031;hook, claw;0.0030;radio telescope, radio reflector;0.0028;crane;0.9820;radio, wireless;0.0062;drilling platform, offshore rig;0.0031;hook, claw;0.0030;radio telescope, radio reflector;0.0028;crane;0.9820;radio, wireless;0.0062;drilling platform, offshore rig;0.0031;hook, claw;0.0030;radio telescope, radio reflector;0.0028;crane;0.9820;radio, wireless;0.0062;drilling platform, offshore rig;0.0031;hook, claw;0.0030;radio telescope, radio reflector;0.0028;crane;0.9807;radio, wireless;0.0067;drilling platform, offshore rig;0.0037;hook, claw;0.0032;radio telescope, radio reflector;0.0026;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224
1;0.5000;quail;0.4368;ruffed grouse, partridge, Bonasa umbellus;0.1911;water ouzel, dipper;0.0912;great grey owl, great gray owl, Strix nebulosa;0.0718;porcupine, hedgehog;0.0377;ruffed grouse, partridge, Bonasa umbellus;0.2874;quail;0.2357;great grey owl, great gray owl, Strix nebulosa;0.1626;porcupine, hedgehog;0.0865;water ouzel, dipper;0.0486;quail;0.4368;ruffed grouse, partridge, Bonasa umbellus;0.1911;water ouzel, dipper;0.0912;great grey owl, great gray owl, Strix nebulosa;0.0718;porcupine, hedgehog;0.0377;quail;0.4368;ruffed grouse, partridge, Bonasa umbellus;0.1911;water ouzel, dipper;0.0912;great grey owl, great gray owl, Strix nebulosa;0.0718;porcupine, hedgehog;0.0377;quail;0.4368;ruffed grouse, partridge, Bonasa umbellus;0.1911;water ouzel, dipper;0.0912;great grey owl, great gray owl, Strix nebulosa;0.0718;porcupine, hedgehog;0.0377;0;0;224;224;0;0;224;224;3;5;220;218;0;0;224;224;0;0;224;224
1;0.5000;macaque;0.1095;patas, hussar monkey, Erythrocebus patas;0.1076;English foxhound;0.0518;wire-haired fox terrier;0.0429;whippet;0.0402;macaque;0.1095;patas, hussar monkey, Erythrocebus patas;0.1076;English foxhound;0.0518;wire-haired fox terrier;0.0429;whippet;0.0402;English foxhound;0.3027;Ibizan hound, Ibizan Podenco;0.0966;Irish wolfhound;0.0372;kuvasz;0.0324;Great Pyrenees;0.0295;macaque;0.1095;patas, hussar monkey, Erythrocebus patas;0.1076;English foxhound;0.0518;wire-haired fox terrier;0.0429;whippet;0.0402;English foxhound;0.0936;Ibizan hound, Ibizan Podenco;0.0678;whippet;0.0512;oxcart;0.0418;Brittany spaniel;0.0368;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224
1;0.5000;Granny Smith;0.7028;bell pepper;0.1851;banana;0.0204;grocery store, grocery, food market, market;0.0063;cucumber, cuke;0.0063;Granny Smith;0.5347;bell pepper;0.0805;hair slide;0.0368;grocery store, grocery, food market, market;0.0245;saltshaker, salt shaker;0.0177;Granny Smith;0.5347;bell pepper;0.0805;hair slide;0.0368;grocery store, grocery, food market, market;0.0245;saltshaker, salt shaker;0.0177;Granny Smith;0.5347;bell pepper;0.0805;hair slide;0.0368;grocery store, grocery, food market, market;0.0245;saltshaker, salt shaker;0.0177;Granny Smith;0.5347;bell pepper;0.0805;hair slide;0.0368;grocery store, grocery, food market, market;0.0245;saltshaker, salt shaker;0.0177;0;0;224;224;0;1;224;223;0;0;224;224;0;0;224;224;0;0;224;224
1;0.5000;planetarium;0.9981;dome;0.0013;mosque;0.0005;water tower;0.0000;stupa, tope;0.0000;planetarium;0.9981;dome;0.0013;mosque;0.0005;water tower;0.0000;stupa, tope;0.0000;planetarium;0.9981;dome;0.0013;mosque;0.0005;water tower;0.0000;stupa, tope;0.0000;planetarium;0.9981;dome;0.0013;mosque;0.0005;water tower;0.0000;stupa, tope;0.0000;planetarium;0.9981;dome;0.0013;mosque;0.0005;water tower;0.0000;stupa, tope;0.0000;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224
1;0.5000;vulture;0.9879;black grouse;0.0054;kite;0.0026;hornbill;0.0017;ruffed grouse, partridge, Bonasa umbellus;0.0005;vulture;0.9823;black grouse;0.0073;kite;0.0059;hornbill;0.0013;bald eagle, American eagle, Haliaeetus leucocephalus;0.0008;vulture;0.9879;black grouse;0.0054;kite;0.0026;hornbill;0.0017;ruffed grouse, partridge, Bonasa umbellus;0.0005;vulture;0.9848;black grouse;0.0063;kite;0.0054;hornbill;0.0011;bald eagle, American eagle, Haliaeetus leucocephalus;0.0007;vulture;0.9829;black grouse;0.0121;kite;0.0022;ruffed grouse, partridge, Bonasa umbellus;0.0008;hornbill;0.0007;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224
1;0.5000;table lamp;0.2974;pool table, billiard table, snooker table;0.2363;desk;0.2029;dining table, board;0.0612;stove;0.0140;table lamp;0.2974;pool table, billiard table, snooker table;0.2363;desk;0.2029;dining table, board;0.0612;stove;0.0140;table lamp;0.2974;pool table, billiard table, snooker table;0.2363;desk;0.2029;dining table, board;0.0612;stove;0.0140;table lamp;0.3429;desk;0.1991;pool table, billiard table, snooker table;0.1831;dining table, board;0.0509;upright, upright piano;0.0145;table lamp;0.2974;pool table, billiard table, snooker table;0.2363;desk;0.2029;dining table, board;0.0612;stove;0.0140;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224
1;0.5000;white wolf, Arctic wolf, Canis lupus tundrarum;0.8503;timber wolf, grey wolf, gray wolf, Canis lupus;0.1461;dingo, warrigal, warragal, Canis dingo;0.0012;coyote, prairie wolf, brush wolf, Canis latrans;0.0008;Arctic fox, white fox, Alopex lagopus;0.0005;white wolf, Arctic wolf, Canis lupus tundrarum;0.8503;timber wolf, grey wolf, gray wolf, Canis lupus;0.1461;dingo, warrigal, warragal, Canis dingo;0.0012;coyote, prairie wolf, brush wolf, Canis latrans;0.0008;Arctic fox, white fox, Alopex lagopus;0.0005;white wolf, Arctic wolf, Canis lupus tundrarum;0.8564;timber wolf, grey wolf, gray wolf, Canis lupus;0.1399;dingo, warrigal, warragal, Canis dingo;0.0016;coyote, prairie wolf, brush wolf, Canis latrans;0.0006;Arctic fox, white fox, Alopex lagopus;0.0004;white wolf, Arctic wolf, Canis lupus tundrarum;0.8503;timber wolf, grey wolf, gray wolf, Canis lupus;0.1461;dingo, warrigal, warragal, Canis dingo;0.0012;coyote, prairie wolf, brush wolf, Canis latrans;0.0008;Arctic fox, white fox, Alopex lagopus;0.0005;white wolf, Arctic wolf, Canis lupus tundrarum;0.8503;timber wolf, grey wolf, gray wolf, Canis lupus;0.1461;dingo, warrigal, warragal, Canis dingo;0.0012;coyote, prairie wolf, brush wolf, Canis latrans;0.0008;Arctic fox, white fox, Alopex lagopus;0.0005;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224
1;0.5000;Walker hound, Walker foxhound;0.4602;English foxhound;0.2973;beagle;0.1194;Greater Swiss Mountain dog;0.0383;Appenzeller;0.0344;Walker hound, Walker foxhound;0.4470;English foxhound;0.3092;beagle;0.1228;Greater Swiss Mountain dog;0.0425;Appenzeller;0.0270;Walker hound, Walker foxhound;0.3755;English foxhound;0.2656;beagle;0.1097;Greater Swiss Mountain dog;0.0687;Saint Bernard, St Bernard;0.0538;Walker hound, Walker foxhound;0.4602;English foxhound;0.2973;beagle;0.1194;Greater Swiss Mountain dog;0.0383;Appenzeller;0.0344;Walker hound, Walker foxhound;0.4505;English foxhound;0.3105;beagle;0.1425;Greater Swiss Mountain dog;0.0344;Appenzeller;0.0224;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224
1;0.5000;green snake, grass snake;0.4604;green mamba;0.3489;vine snake;0.0815;night snake, Hypsiglena torquata;0.0539;sidewinder, horned rattlesnake, Crotalus cerastes;0.0074;green snake, grass snake;0.4604;green mamba;0.3489;vine snake;0.0815;night snake, Hypsiglena torquata;0.0539;sidewinder, horned rattlesnake, Crotalus cerastes;0.0074;green snake, grass snake;0.4604;green mamba;0.3489;vine snake;0.0815;night snake, Hypsiglena torquata;0.0539;sidewinder, horned rattlesnake, Crotalus cerastes;0.0074;green snake, grass snake;0.4604;green mamba;0.3489;vine snake;0.0815;night snake, Hypsiglena torquata;0.0539;sidewinder, horned rattlesnake, Crotalus cerastes;0.0074;green snake, grass snake;0.4604;green mamba;0.3489;vine snake;0.0815;night snake, Hypsiglena torquata;0.0539;sidewinder, horned rattlesnake, Crotalus cerastes;0.0074;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224
1;0.5000;birdhouse;0.2480;hamper;0.0836;ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin;0.0664;dome;0.0472;crate;0.0404;birdhouse;0.2480;hamper;0.0836;ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin;0.0664;dome;0.0472;crate;0.0404;birdhouse;0.2480;hamper;0.0836;ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin;0.0664;dome;0.0472;crate;0.0404;birdhouse;0.2480;hamper;0.0836;ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin;0.0664;dome;0.0472;crate;0.0404;birdhouse;0.2480;hamper;0.0836;ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin;0.0664;dome;0.0472;crate;0.0404;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224;0;0;224;224
