sigma;thres;class1;score1;class2;score2;class3;score3;class4;score4;class5;score5;class6;score6;class7;score7;class8;score8;class9;score9;class10;score10;class11;score11;class12;score12;class13;score13;class14;score14;class15;score15;class16;score16;class17;score17;class18;score18;class19;score19;class20;score20;class21;score21;class22;score22;class23;score23;class24;score24;class25;score25;x1;y1;w1;h1;x2;y2;w2;h2;x3;y3;w3;h3;x4;y4;w4;h4;x5;y5;w5;h5
1;0.5000;brain coral;0.9824;coral reef;0.0104;jackfruit, jak, jack;0.0035;eel;0.0018;puffer, pufferfish, blowfish, globefish;0.0013;brain coral;0.9824;coral reef;0.0104;jackfruit, jak, jack;0.0035;eel;0.0018;puffer, pufferfish, blowfish, globefish;0.0013;brain coral;0.9824;coral reef;0.0104;jackfruit, jak, jack;0.0035;eel;0.0018;puffer, pufferfish, blowfish, globefish;0.0013;brain coral;0.9824;coral reef;0.0104;jackfruit, jak, jack;0.0035;eel;0.0018;puffer, pufferfish, blowfish, globefish;0.0013;brain coral;0.9894;coral reef;0.0059;puffer, pufferfish, blowfish, globefish;0.0014;jackfruit, jak, jack;0.0013;eel;0.0011;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.9925;lynx, catamount;0.0035;wallaby, brush kangaroo;0.0011;mongoose;0.0009;jaguar, panther, Panthera onca, Felis onca;0.0004;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.9995;lynx, catamount;0.0002;jaguar, panther, Panthera onca, Felis onca;0.0001;mongoose;0.0001;lion, king of beasts, Panthera leo;0.0001;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.9960;lynx, catamount;0.0025;lion, king of beasts, Panthera leo;0.0006;wallaby, brush kangaroo;0.0003;jaguar, panther, Panthera onca, Felis onca;0.0002;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.9978;lynx, catamount;0.0012;lion, king of beasts, Panthera leo;0.0004;jaguar, panther, Panthera onca, Felis onca;0.0002;wallaby, brush kangaroo;0.0001;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.9897;lynx, catamount;0.0073;wallaby, brush kangaroo;0.0009;lion, king of beasts, Panthera leo;0.0006;mongoose;0.0003;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;guenon, guenon monkey;0.9990;patas, hussar monkey, Erythrocebus patas;0.0009;baboon;0.0001;macaque;0.0000;langur;0.0000;guenon, guenon monkey;0.9807;patas, hussar monkey, Erythrocebus patas;0.0125;langur;0.0026;baboon;0.0019;colobus, colobus monkey;0.0013;guenon, guenon monkey;0.9990;patas, hussar monkey, Erythrocebus patas;0.0009;baboon;0.0001;macaque;0.0000;langur;0.0000;guenon, guenon monkey;0.9990;patas, hussar monkey, Erythrocebus patas;0.0009;baboon;0.0001;macaque;0.0000;langur;0.0000;guenon, guenon monkey;0.9990;patas, hussar monkey, Erythrocebus patas;0.0009;baboon;0.0001;macaque;0.0000;langur;0.0000;0;0;0;0;15;11;184;207;0;0;0;0;0;0;0;0;0;0;0;0
1;0.5000;recreational vehicle, RV, R.V.;0.9946;minibus;0.0035;moving van;0.0008;passenger car, coach, carriage;0.0004;ambulance;0.0002;recreational vehicle, RV, R.V.;0.9920;minibus;0.0052;moving van;0.0015;ambulance;0.0005;passenger car, coach, carriage;0.0004;recreational vehicle, RV, R.V.;0.9956;minibus;0.0032;moving van;0.0003;ambulance;0.0003;passenger car, coach, carriage;0.0002;recreational vehicle, RV, R.V.;0.9956;minibus;0.0032;moving van;0.0003;ambulance;0.0003;passenger car, coach, carriage;0.0002;recreational vehicle, RV, R.V.;0.9981;minibus;0.0011;moving van;0.0004;ambulance;0.0001;mobile home, manufactured home;0.0001;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;thresher, thrasher, threshing machine;0.9076;mobile home, manufactured home;0.0346;harvester, reaper;0.0303;moving van;0.0083;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0051;harvester, reaper;0.9809;thresher, thrasher, threshing machine;0.0134;tractor;0.0030;plow, plough;0.0011;hay;0.0007;harvester, reaper;0.9809;thresher, thrasher, threshing machine;0.0134;tractor;0.0030;plow, plough;0.0011;hay;0.0007;harvester, reaper;0.9809;thresher, thrasher, threshing machine;0.0134;tractor;0.0030;plow, plough;0.0011;hay;0.0007;harvester, reaper;0.9809;thresher, thrasher, threshing machine;0.0134;tractor;0.0030;plow, plough;0.0011;hay;0.0007;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.9753;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0244;loggerhead, loggerhead turtle, Caretta caretta;0.0001;sturgeon;0.0000;American alligator, Alligator mississipiensis;0.0000;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.9868;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0129;American alligator, Alligator mississipiensis;0.0001;loggerhead, loggerhead turtle, Caretta caretta;0.0000;hippopotamus, hippo, river horse, Hippopotamus amphibius;0.0000;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.9868;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0129;American alligator, Alligator mississipiensis;0.0001;loggerhead, loggerhead turtle, Caretta caretta;0.0000;hippopotamus, hippo, river horse, Hippopotamus amphibius;0.0000;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.9868;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0129;American alligator, Alligator mississipiensis;0.0001;loggerhead, loggerhead turtle, Caretta caretta;0.0000;hippopotamus, hippo, river horse, Hippopotamus amphibius;0.0000;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.9868;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0129;American alligator, Alligator mississipiensis;0.0001;loggerhead, loggerhead turtle, Caretta caretta;0.0000;hippopotamus, hippo, river horse, Hippopotamus amphibius;0.0000;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;throne;0.2269;pineapple, ananas;0.0590;altar;0.0332;vestment;0.0317;triceratops;0.0269;pineapple, ananas;0.1578;spaghetti squash;0.0915;wok;0.0513;rotisserie;0.0421;candle, taper, wax light;0.0356;throne;0.2269;pineapple, ananas;0.0590;altar;0.0332;vestment;0.0317;triceratops;0.0269;throne;0.2269;pineapple, ananas;0.0590;altar;0.0332;vestment;0.0317;triceratops;0.0269;throne;0.2269;pineapple, ananas;0.0590;altar;0.0332;vestment;0.0317;triceratops;0.0269;0;1;226;226;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;kite;0.7243;vulture;0.1353;coucal;0.0449;eft;0.0144;black stork, Ciconia nigra;0.0127;kite;0.5988;vulture;0.1402;coucal;0.0921;black stork, Ciconia nigra;0.0398;bittern;0.0245;kite;0.5988;vulture;0.1402;coucal;0.0921;black stork, Ciconia nigra;0.0398;bittern;0.0245;kite;0.5988;vulture;0.1402;coucal;0.0921;black stork, Ciconia nigra;0.0398;bittern;0.0245;kite;0.6288;coucal;0.0832;vulture;0.0743;black stork, Ciconia nigra;0.0487;albatross, mollymawk;0.0409;0;5;224;219;1;23;200;180;66;66;118;81;1;0;225;225;5;21;211;188
1;0.5000;chest;0.2721;desk;0.2329;file, file cabinet, filing cabinet;0.2113;crate;0.0967;carton;0.0594;chest;0.2721;desk;0.2329;file, file cabinet, filing cabinet;0.2113;crate;0.0967;carton;0.0594;chest;0.2721;desk;0.2329;file, file cabinet, filing cabinet;0.2113;crate;0.0967;carton;0.0594;chest;0.2721;desk;0.2329;file, file cabinet, filing cabinet;0.2113;crate;0.0967;carton;0.0594;chest;0.2721;desk;0.2329;file, file cabinet, filing cabinet;0.2113;crate;0.0967;carton;0.0594;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;crane;0.9868;radio telescope, radio reflector;0.0031;pole;0.0016;steel arch bridge;0.0014;hook, claw;0.0012;crane;0.9868;radio telescope, radio reflector;0.0031;pole;0.0016;steel arch bridge;0.0014;hook, claw;0.0012;crane;0.9840;pole;0.0028;chain;0.0019;radio telescope, radio reflector;0.0016;drilling platform, offshore rig;0.0016;crane;0.9868;radio telescope, radio reflector;0.0031;pole;0.0016;steel arch bridge;0.0014;hook, claw;0.0012;crane;0.9868;radio telescope, radio reflector;0.0031;pole;0.0016;steel arch bridge;0.0014;hook, claw;0.0012;0;0;227;227;1;0;226;227;2;0;224;223;5;4;218;215;0;0;227;227
1;0.5000;porcupine, hedgehog;0.2753;great grey owl, great gray owl, Strix nebulosa;0.1019;water snake;0.0899;leopard, Panthera pardus;0.0863;guenon, guenon monkey;0.0672;porcupine, hedgehog;0.1912;great grey owl, great gray owl, Strix nebulosa;0.1456;water snake;0.1376;marmoset;0.1135;guenon, guenon monkey;0.0588;fox squirrel, eastern fox squirrel, Sciurus niger;0.5296;squirrel monkey, Saimiri sciureus;0.0630;titi, titi monkey;0.0573;marmoset;0.0496;indri, indris, Indri indri, Indri brevicaudatus;0.0354;porcupine, hedgehog;0.2753;great grey owl, great gray owl, Strix nebulosa;0.1019;water snake;0.0899;leopard, Panthera pardus;0.0863;guenon, guenon monkey;0.0672;porcupine, hedgehog;0.1625;great grey owl, great gray owl, Strix nebulosa;0.1290;water snake;0.1140;snow leopard, ounce, Panthera uncia;0.0648;guenon, guenon monkey;0.0555;2;2;224;223;2;2;224;223;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;Irish wolfhound;0.2632;Scottish deerhound, deerhound;0.0732;whippet;0.0444;English setter;0.0441;English springer, English springer spaniel;0.0413;Irish wolfhound;0.2632;Scottish deerhound, deerhound;0.0732;whippet;0.0444;English setter;0.0441;English springer, English springer spaniel;0.0413;Irish wolfhound;0.2632;Scottish deerhound, deerhound;0.0732;whippet;0.0444;English setter;0.0441;English springer, English springer spaniel;0.0413;Irish wolfhound;0.2092;Scottish deerhound, deerhound;0.1211;Great Dane;0.0355;Chesapeake Bay retriever;0.0343;German short-haired pointer;0.0323;Irish wolfhound;0.0797;English springer, English springer spaniel;0.0385;Scottish deerhound, deerhound;0.0349;Chesapeake Bay retriever;0.0329;Sussex spaniel;0.0293;0;0;227;227;0;1;227;226;4;16;223;211;0;0;227;227;6;18;219;208
1;0.5000;Granny Smith;0.8592;teapot;0.0510;piggy bank, penny bank;0.0142;saltshaker, salt shaker;0.0114;bell pepper;0.0106;Granny Smith;0.8592;teapot;0.0510;piggy bank, penny bank;0.0142;saltshaker, salt shaker;0.0114;bell pepper;0.0106;Granny Smith;0.8592;teapot;0.0510;piggy bank, penny bank;0.0142;saltshaker, salt shaker;0.0114;bell pepper;0.0106;Granny Smith;0.8592;teapot;0.0510;piggy bank, penny bank;0.0142;saltshaker, salt shaker;0.0114;bell pepper;0.0106;Granny Smith;0.8592;teapot;0.0510;piggy bank, penny bank;0.0142;saltshaker, salt shaker;0.0114;bell pepper;0.0106;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;planetarium;0.9986;dome;0.0008;mosque;0.0005;greenhouse, nursery, glasshouse;0.0000;steel arch bridge;0.0000;planetarium;0.9996;mosque;0.0002;dome;0.0002;greenhouse, nursery, glasshouse;0.0000;thatch, thatched roof;0.0000;planetarium;0.9992;dome;0.0004;mosque;0.0003;greenhouse, nursery, glasshouse;0.0000;thatch, thatched roof;0.0000;planetarium;0.9991;dome;0.0004;mosque;0.0004;thatch, thatched roof;0.0000;greenhouse, nursery, glasshouse;0.0000;planetarium;0.9998;dome;0.0001;mosque;0.0001;greenhouse, nursery, glasshouse;0.0000;thatch, thatched roof;0.0000;0;0;227;227;0;0;227;227;0;0;225;226;0;0;227;227;1;4;222;221
1;0.5000;vulture;0.8821;hornbill;0.0520;ruffed grouse, partridge, Bonasa umbellus;0.0157;house finch, linnet, Carpodacus mexicanus;0.0126;partridge;0.0099;vulture;0.9239;hornbill;0.0289;ruffed grouse, partridge, Bonasa umbellus;0.0072;hen;0.0063;quail;0.0051;vulture;0.9239;hornbill;0.0289;ruffed grouse, partridge, Bonasa umbellus;0.0072;hen;0.0063;quail;0.0051;vulture;0.9239;hornbill;0.0289;ruffed grouse, partridge, Bonasa umbellus;0.0072;hen;0.0063;quail;0.0051;vulture;0.9239;hornbill;0.0289;ruffed grouse, partridge, Bonasa umbellus;0.0072;hen;0.0063;quail;0.0051;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;table lamp;0.5023;four-poster;0.0879;quilt, comforter, comfort, puff;0.0841;dining table, board;0.0700;grand piano, grand;0.0410;table lamp;0.5023;four-poster;0.0879;quilt, comforter, comfort, puff;0.0841;dining table, board;0.0700;grand piano, grand;0.0410;table lamp;0.5023;four-poster;0.0879;quilt, comforter, comfort, puff;0.0841;dining table, board;0.0700;grand piano, grand;0.0410;table lamp;0.5023;four-poster;0.0879;quilt, comforter, comfort, puff;0.0841;dining table, board;0.0700;grand piano, grand;0.0410;table lamp;0.5023;four-poster;0.0879;quilt, comforter, comfort, puff;0.0841;dining table, board;0.0700;grand piano, grand;0.0410;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;white wolf, Arctic wolf, Canis lupus tundrarum;0.8703;timber wolf, grey wolf, gray wolf, Canis lupus;0.0626;Arctic fox, white fox, Alopex lagopus;0.0273;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.0189;kuvasz;0.0109;white wolf, Arctic wolf, Canis lupus tundrarum;0.8703;timber wolf, grey wolf, gray wolf, Canis lupus;0.0626;Arctic fox, white fox, Alopex lagopus;0.0273;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.0189;kuvasz;0.0109;white wolf, Arctic wolf, Canis lupus tundrarum;0.8703;timber wolf, grey wolf, gray wolf, Canis lupus;0.0626;Arctic fox, white fox, Alopex lagopus;0.0273;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.0189;kuvasz;0.0109;white wolf, Arctic wolf, Canis lupus tundrarum;0.8703;timber wolf, grey wolf, gray wolf, Canis lupus;0.0626;Arctic fox, white fox, Alopex lagopus;0.0273;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.0189;kuvasz;0.0109;white wolf, Arctic wolf, Canis lupus tundrarum;0.8703;timber wolf, grey wolf, gray wolf, Canis lupus;0.0626;Arctic fox, white fox, Alopex lagopus;0.0273;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.0189;kuvasz;0.0109;10;17;211;205;11;30;210;192;10;25;211;196;8;5;217;217;10;10;212;212
1;0.5000;Walker hound, Walker foxhound;0.4563;beagle;0.1954;English foxhound;0.1154;Labrador retriever;0.0421;Greater Swiss Mountain dog;0.0346;Walker hound, Walker foxhound;0.3245;beagle;0.2551;English foxhound;0.1731;Greater Swiss Mountain dog;0.0759;Labrador retriever;0.0327;Walker hound, Walker foxhound;0.4563;beagle;0.1954;English foxhound;0.1154;Labrador retriever;0.0421;Greater Swiss Mountain dog;0.0346;beagle;0.3284;Walker hound, Walker foxhound;0.2851;English foxhound;0.1626;Greater Swiss Mountain dog;0.0699;Saint Bernard, St Bernard;0.0249;Walker hound, Walker foxhound;0.3393;beagle;0.2290;English foxhound;0.1247;Greater Swiss Mountain dog;0.0531;Appenzeller;0.0322;2;2;223;222;2;2;225;225;0;0;227;227;0;0;227;227;2;4;225;223
1;0.5000;green snake, grass snake;0.5084;green mamba;0.4352;night snake, Hypsiglena torquata;0.0302;vine snake;0.0187;green lizard, Lacerta viridis;0.0032;green snake, grass snake;0.5084;green mamba;0.4352;night snake, Hypsiglena torquata;0.0302;vine snake;0.0187;green lizard, Lacerta viridis;0.0032;green mamba;0.6334;green snake, grass snake;0.3267;night snake, Hypsiglena torquata;0.0194;vine snake;0.0172;horned viper, cerastes, sand viper, horned asp, Cerastes cornutus;0.0005;green snake, grass snake;0.5084;green mamba;0.4352;night snake, Hypsiglena torquata;0.0302;vine snake;0.0187;green lizard, Lacerta viridis;0.0032;green mamba;0.5878;green snake, grass snake;0.3576;vine snake;0.0271;night snake, Hypsiglena torquata;0.0242;green lizard, Lacerta viridis;0.0006;1;0;225;225;0;0;227;227;2;2;224;221;0;0;227;227;0;0;227;227
1;0.5000;birdhouse;0.2277;photocopier;0.0979;bell cote, bell cot;0.0529;cradle;0.0350;organ, pipe organ;0.0341;bell cote, bell cot;0.1268;birdhouse;0.1214;organ, pipe organ;0.0670;picket fence, paling;0.0405;church, church building;0.0293;birdhouse;0.1093;photocopier;0.0977;bell cote, bell cot;0.0667;organ, pipe organ;0.0477;picket fence, paling;0.0345;photocopier;0.1151;birdhouse;0.0970;organ, pipe organ;0.0597;bell cote, bell cot;0.0468;cradle;0.0294;birdhouse;0.1372;photocopier;0.0741;organ, pipe organ;0.0708;bell cote, bell cot;0.0632;picket fence, paling;0.0402;2;2;223;224;2;1;224;226;0;0;227;227;2;1;223;224;2;0;223;226
1;0.5000;cabbage butterfly;0.9939;sulphur butterfly, sulfur butterfly;0.0054;daisy;0.0003;bee;0.0001;ant, emmet, pismire;0.0001;cabbage butterfly;0.9915;sulphur butterfly, sulfur butterfly;0.0079;ant, emmet, pismire;0.0002;bee;0.0001;daisy;0.0001;ear, spike, capitulum;0.2066;nematode, nematode worm, roundworm;0.0788;spaghetti squash;0.0786;velvet;0.0616;cauliflower;0.0511;cabbage butterfly;0.9966;sulphur butterfly, sulfur butterfly;0.0034;lycaenid, lycaenid butterfly;0.0000;ringlet, ringlet butterfly;0.0000;lacewing, lacewing fly;0.0000;cabbage butterfly;0.9966;sulphur butterfly, sulfur butterfly;0.0034;lycaenid, lycaenid butterfly;0.0000;ringlet, ringlet butterfly;0.0000;lacewing, lacewing fly;0.0000;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;go-kart;0.7418;racer, race car, racing car;0.1124;sports car, sport car;0.0464;lawn mower, mower;0.0283;car wheel;0.0096;go-kart;0.7418;racer, race car, racing car;0.1124;sports car, sport car;0.0464;lawn mower, mower;0.0283;car wheel;0.0096;go-kart;0.7418;racer, race car, racing car;0.1124;sports car, sport car;0.0464;lawn mower, mower;0.0283;car wheel;0.0096;go-kart;0.7418;racer, race car, racing car;0.1124;sports car, sport car;0.0464;lawn mower, mower;0.0283;car wheel;0.0096;go-kart;0.7418;racer, race car, racing car;0.1124;sports car, sport car;0.0464;lawn mower, mower;0.0283;car wheel;0.0096;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
