sigma;thres;class1;score1;class2;score2;class3;score3;class4;score4;class5;score5;class6;score6;class7;score7;class8;score8;class9;score9;class10;score10;class11;score11;class12;score12;class13;score13;class14;score14;class15;score15;class16;score16;class17;score17;class18;score18;class19;score19;class20;score20;class21;score21;class22;score22;class23;score23;class24;score24;class25;score25;x1;y1;w1;h1;x2;y2;w2;h2;x3;y3;w3;h3;x4;y4;w4;h4;x5;y5;w5;h5
1;0.0000;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.9822;lynx, catamount;0.0093;red wolf, maned wolf, Canis rufus, Canis niger;0.0018;lion, king of beasts, Panthera leo;0.0014;kit fox, Vulpes macrotis;0.0013;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.9822;lynx, catamount;0.0093;red wolf, maned wolf, Canis rufus, Canis niger;0.0018;lion, king of beasts, Panthera leo;0.0014;kit fox, Vulpes macrotis;0.0013;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.9822;lynx, catamount;0.0093;red wolf, maned wolf, Canis rufus, Canis niger;0.0018;lion, king of beasts, Panthera leo;0.0014;kit fox, Vulpes macrotis;0.0013;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.9822;lynx, catamount;0.0093;red wolf, maned wolf, Canis rufus, Canis niger;0.0018;lion, king of beasts, Panthera leo;0.0014;kit fox, Vulpes macrotis;0.0013;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.9822;lynx, catamount;0.0093;red wolf, maned wolf, Canis rufus, Canis niger;0.0018;lion, king of beasts, Panthera leo;0.0014;kit fox, Vulpes macrotis;0.0013;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;guenon, guenon monkey;0.9918;patas, hussar monkey, Erythrocebus patas;0.0079;langur;0.0002;macaque;0.0001;baboon;0.0001;guenon, guenon monkey;0.9918;patas, hussar monkey, Erythrocebus patas;0.0079;langur;0.0002;macaque;0.0001;baboon;0.0001;guenon, guenon monkey;0.9918;patas, hussar monkey, Erythrocebus patas;0.0079;langur;0.0002;macaque;0.0001;baboon;0.0001;guenon, guenon monkey;0.9918;patas, hussar monkey, Erythrocebus patas;0.0079;langur;0.0002;macaque;0.0001;baboon;0.0001;guenon, guenon monkey;0.9918;patas, hussar monkey, Erythrocebus patas;0.0079;langur;0.0002;macaque;0.0001;baboon;0.0001;0;0;0;0;0;0;0;0;0;0;227;227;0;0;0;0;0;0;227;227
1;0.0000;recreational vehicle, RV, R.V.;0.9952;minibus;0.0023;moving van;0.0019;passenger car, coach, carriage;0.0003;mobile home, manufactured home;0.0002;recreational vehicle, RV, R.V.;0.9952;minibus;0.0023;moving van;0.0019;passenger car, coach, carriage;0.0003;mobile home, manufactured home;0.0002;recreational vehicle, RV, R.V.;0.9952;minibus;0.0023;moving van;0.0019;passenger car, coach, carriage;0.0003;mobile home, manufactured home;0.0002;recreational vehicle, RV, R.V.;0.9952;minibus;0.0023;moving van;0.0019;passenger car, coach, carriage;0.0003;mobile home, manufactured home;0.0002;recreational vehicle, RV, R.V.;0.9952;minibus;0.0023;moving van;0.0019;passenger car, coach, carriage;0.0003;mobile home, manufactured home;0.0002;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;harvester, reaper;0.9446;thresher, thrasher, threshing machine;0.0439;tractor;0.0062;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0017;hay;0.0013;harvester, reaper;0.9446;thresher, thrasher, threshing machine;0.0439;tractor;0.0062;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0017;hay;0.0013;harvester, reaper;0.9446;thresher, thrasher, threshing machine;0.0439;tractor;0.0062;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0017;hay;0.0013;harvester, reaper;0.9446;thresher, thrasher, threshing machine;0.0439;tractor;0.0062;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0017;hay;0.0013;harvester, reaper;0.9446;thresher, thrasher, threshing machine;0.0439;tractor;0.0062;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0017;hay;0.0013;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.9950;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0049;loggerhead, loggerhead turtle, Caretta caretta;0.0001;terrapin;0.0000;mud turtle;0.0000;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.9950;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0049;loggerhead, loggerhead turtle, Caretta caretta;0.0001;terrapin;0.0000;mud turtle;0.0000;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.9950;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0049;loggerhead, loggerhead turtle, Caretta caretta;0.0001;terrapin;0.0000;mud turtle;0.0000;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.9950;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0049;loggerhead, loggerhead turtle, Caretta caretta;0.0001;terrapin;0.0000;mud turtle;0.0000;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.9950;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0049;loggerhead, loggerhead turtle, Caretta caretta;0.0001;terrapin;0.0000;mud turtle;0.0000;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;pineapple, ananas;0.2347;spaghetti squash;0.1531;rotisserie;0.0606;jackfruit, jak, jack;0.0478;banana;0.0251;pineapple, ananas;0.2347;spaghetti squash;0.1531;rotisserie;0.0606;jackfruit, jak, jack;0.0478;banana;0.0251;pineapple, ananas;0.2347;spaghetti squash;0.1531;rotisserie;0.0606;jackfruit, jak, jack;0.0478;banana;0.0251;pineapple, ananas;0.2347;spaghetti squash;0.1531;rotisserie;0.0606;jackfruit, jak, jack;0.0478;banana;0.0251;pineapple, ananas;0.2347;spaghetti squash;0.1531;rotisserie;0.0606;jackfruit, jak, jack;0.0478;banana;0.0251;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;kite;0.5200;black stork, Ciconia nigra;0.1416;coucal;0.0866;vulture;0.0613;albatross, mollymawk;0.0528;kite;0.5200;black stork, Ciconia nigra;0.1416;coucal;0.0866;vulture;0.0613;albatross, mollymawk;0.0528;kite;0.5200;black stork, Ciconia nigra;0.1416;coucal;0.0866;vulture;0.0613;albatross, mollymawk;0.0528;kite;0.5200;black stork, Ciconia nigra;0.1416;coucal;0.0866;vulture;0.0613;albatross, mollymawk;0.0528;kite;0.5200;black stork, Ciconia nigra;0.1416;coucal;0.0866;vulture;0.0613;albatross, mollymawk;0.0528;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;desk;0.3293;chest;0.1727;file, file cabinet, filing cabinet;0.1579;crate;0.0948;pool table, billiard table, snooker table;0.0433;desk;0.3293;chest;0.1727;file, file cabinet, filing cabinet;0.1579;crate;0.0948;pool table, billiard table, snooker table;0.0433;desk;0.3293;chest;0.1727;file, file cabinet, filing cabinet;0.1579;crate;0.0948;pool table, billiard table, snooker table;0.0433;desk;0.3293;chest;0.1727;file, file cabinet, filing cabinet;0.1579;crate;0.0948;pool table, billiard table, snooker table;0.0433;desk;0.3293;chest;0.1727;file, file cabinet, filing cabinet;0.1579;crate;0.0948;pool table, billiard table, snooker table;0.0433;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;crane;0.9772;pole;0.0039;drilling platform, offshore rig;0.0029;hook, claw;0.0026;chain;0.0015;crane;0.9772;pole;0.0039;drilling platform, offshore rig;0.0029;hook, claw;0.0026;chain;0.0015;crane;0.9772;pole;0.0039;drilling platform, offshore rig;0.0029;hook, claw;0.0026;chain;0.0015;crane;0.9772;pole;0.0039;drilling platform, offshore rig;0.0029;hook, claw;0.0026;chain;0.0015;crane;0.9772;pole;0.0039;drilling platform, offshore rig;0.0029;hook, claw;0.0026;chain;0.0015;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;squirrel monkey, Saimiri sciureus;0.0792;guenon, guenon monkey;0.0781;porcupine, hedgehog;0.0692;marmoset;0.0587;water snake;0.0549;squirrel monkey, Saimiri sciureus;0.0792;guenon, guenon monkey;0.0781;porcupine, hedgehog;0.0692;marmoset;0.0587;water snake;0.0549;squirrel monkey, Saimiri sciureus;0.0792;guenon, guenon monkey;0.0781;porcupine, hedgehog;0.0692;marmoset;0.0587;water snake;0.0549;squirrel monkey, Saimiri sciureus;0.0792;guenon, guenon monkey;0.0781;porcupine, hedgehog;0.0692;marmoset;0.0587;water snake;0.0549;squirrel monkey, Saimiri sciureus;0.0792;guenon, guenon monkey;0.0781;porcupine, hedgehog;0.0692;marmoset;0.0587;water snake;0.0549;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;Irish wolfhound;0.1169;Scottish deerhound, deerhound;0.0706;German short-haired pointer;0.0527;stretcher;0.0497;Kerry blue terrier;0.0479;Irish wolfhound;0.1169;Scottish deerhound, deerhound;0.0706;German short-haired pointer;0.0527;stretcher;0.0497;Kerry blue terrier;0.0479;Irish wolfhound;0.1169;Scottish deerhound, deerhound;0.0706;German short-haired pointer;0.0527;stretcher;0.0497;Kerry blue terrier;0.0479;Irish wolfhound;0.1169;Scottish deerhound, deerhound;0.0706;German short-haired pointer;0.0527;stretcher;0.0497;Kerry blue terrier;0.0479;Irish wolfhound;0.1169;Scottish deerhound, deerhound;0.0706;German short-haired pointer;0.0527;stretcher;0.0497;Kerry blue terrier;0.0479;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;Granny Smith;0.8412;bell pepper;0.0889;teapot;0.0239;candle, taper, wax light;0.0078;piggy bank, penny bank;0.0068;Granny Smith;0.8412;bell pepper;0.0889;teapot;0.0239;candle, taper, wax light;0.0078;piggy bank, penny bank;0.0068;Granny Smith;0.8412;bell pepper;0.0889;teapot;0.0239;candle, taper, wax light;0.0078;piggy bank, penny bank;0.0068;Granny Smith;0.8412;bell pepper;0.0889;teapot;0.0239;candle, taper, wax light;0.0078;piggy bank, penny bank;0.0068;Granny Smith;0.8412;bell pepper;0.0889;teapot;0.0239;candle, taper, wax light;0.0078;piggy bank, penny bank;0.0068;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;planetarium;0.9995;mosque;0.0004;dome;0.0001;greenhouse, nursery, glasshouse;0.0000;palace;0.0000;planetarium;0.9995;mosque;0.0004;dome;0.0001;greenhouse, nursery, glasshouse;0.0000;palace;0.0000;planetarium;0.9995;mosque;0.0004;dome;0.0001;greenhouse, nursery, glasshouse;0.0000;palace;0.0000;planetarium;0.9995;mosque;0.0004;dome;0.0001;greenhouse, nursery, glasshouse;0.0000;palace;0.0000;planetarium;0.9995;mosque;0.0004;dome;0.0001;greenhouse, nursery, glasshouse;0.0000;palace;0.0000;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;vulture;0.8970;hornbill;0.0416;black grouse;0.0170;kite;0.0154;European gallinule, Porphyrio porphyrio;0.0067;vulture;0.8970;hornbill;0.0416;black grouse;0.0170;kite;0.0154;European gallinule, Porphyrio porphyrio;0.0067;vulture;0.8970;hornbill;0.0416;black grouse;0.0170;kite;0.0154;European gallinule, Porphyrio porphyrio;0.0067;vulture;0.8970;hornbill;0.0416;black grouse;0.0170;kite;0.0154;European gallinule, Porphyrio porphyrio;0.0067;vulture;0.8970;hornbill;0.0416;black grouse;0.0170;kite;0.0154;European gallinule, Porphyrio porphyrio;0.0067;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;table lamp;0.6367;four-poster;0.1157;quilt, comforter, comfort, puff;0.0782;studio couch, day bed;0.0301;dining table, board;0.0227;table lamp;0.6367;four-poster;0.1157;quilt, comforter, comfort, puff;0.0782;studio couch, day bed;0.0301;dining table, board;0.0227;table lamp;0.6367;four-poster;0.1157;quilt, comforter, comfort, puff;0.0782;studio couch, day bed;0.0301;dining table, board;0.0227;table lamp;0.6367;four-poster;0.1157;quilt, comforter, comfort, puff;0.0782;studio couch, day bed;0.0301;dining table, board;0.0227;table lamp;0.6367;four-poster;0.1157;quilt, comforter, comfort, puff;0.0782;studio couch, day bed;0.0301;dining table, board;0.0227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;white wolf, Arctic wolf, Canis lupus tundrarum;0.8675;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.0367;Arctic fox, white fox, Alopex lagopus;0.0341;timber wolf, grey wolf, gray wolf, Canis lupus;0.0282;kuvasz;0.0237;white wolf, Arctic wolf, Canis lupus tundrarum;0.8675;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.0367;Arctic fox, white fox, Alopex lagopus;0.0341;timber wolf, grey wolf, gray wolf, Canis lupus;0.0282;kuvasz;0.0237;white wolf, Arctic wolf, Canis lupus tundrarum;0.8675;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.0367;Arctic fox, white fox, Alopex lagopus;0.0341;timber wolf, grey wolf, gray wolf, Canis lupus;0.0282;kuvasz;0.0237;white wolf, Arctic wolf, Canis lupus tundrarum;0.8675;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.0367;Arctic fox, white fox, Alopex lagopus;0.0341;timber wolf, grey wolf, gray wolf, Canis lupus;0.0282;kuvasz;0.0237;white wolf, Arctic wolf, Canis lupus tundrarum;0.8675;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.0367;Arctic fox, white fox, Alopex lagopus;0.0341;timber wolf, grey wolf, gray wolf, Canis lupus;0.0282;kuvasz;0.0237;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;Walker hound, Walker foxhound;0.2731;beagle;0.2493;English foxhound;0.2458;Greater Swiss Mountain dog;0.0367;Appenzeller;0.0347;Walker hound, Walker foxhound;0.2731;beagle;0.2493;English foxhound;0.2458;Greater Swiss Mountain dog;0.0367;Appenzeller;0.0347;Walker hound, Walker foxhound;0.2731;beagle;0.2493;English foxhound;0.2458;Greater Swiss Mountain dog;0.0367;Appenzeller;0.0347;Walker hound, Walker foxhound;0.2731;beagle;0.2493;English foxhound;0.2458;Greater Swiss Mountain dog;0.0367;Appenzeller;0.0347;Walker hound, Walker foxhound;0.2731;beagle;0.2493;English foxhound;0.2458;Greater Swiss Mountain dog;0.0367;Appenzeller;0.0347;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;green mamba;0.7070;green snake, grass snake;0.1882;vine snake;0.0914;night snake, Hypsiglena torquata;0.0074;horned viper, cerastes, sand viper, horned asp, Cerastes cornutus;0.0014;green mamba;0.7070;green snake, grass snake;0.1882;vine snake;0.0914;night snake, Hypsiglena torquata;0.0074;horned viper, cerastes, sand viper, horned asp, Cerastes cornutus;0.0014;green mamba;0.7070;green snake, grass snake;0.1882;vine snake;0.0914;night snake, Hypsiglena torquata;0.0074;horned viper, cerastes, sand viper, horned asp, Cerastes cornutus;0.0014;green mamba;0.7070;green snake, grass snake;0.1882;vine snake;0.0914;night snake, Hypsiglena torquata;0.0074;horned viper, cerastes, sand viper, horned asp, Cerastes cornutus;0.0014;green mamba;0.7070;green snake, grass snake;0.1882;vine snake;0.0914;night snake, Hypsiglena torquata;0.0074;horned viper, cerastes, sand viper, horned asp, Cerastes cornutus;0.0014;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;photocopier;0.1259;bell cote, bell cot;0.1186;birdhouse;0.0842;cradle;0.0357;organ, pipe organ;0.0253;photocopier;0.1259;bell cote, bell cot;0.1186;birdhouse;0.0842;cradle;0.0357;organ, pipe organ;0.0253;photocopier;0.1259;bell cote, bell cot;0.1186;birdhouse;0.0842;cradle;0.0357;organ, pipe organ;0.0253;photocopier;0.1259;bell cote, bell cot;0.1186;birdhouse;0.0842;cradle;0.0357;organ, pipe organ;0.0253;photocopier;0.1259;bell cote, bell cot;0.1186;birdhouse;0.0842;cradle;0.0357;organ, pipe organ;0.0253;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;cabbage butterfly;0.9969;sulphur butterfly, sulfur butterfly;0.0028;daisy;0.0001;bee;0.0001;ant, emmet, pismire;0.0000;cabbage butterfly;0.9969;sulphur butterfly, sulfur butterfly;0.0028;daisy;0.0001;bee;0.0001;ant, emmet, pismire;0.0000;cabbage butterfly;0.9969;sulphur butterfly, sulfur butterfly;0.0028;daisy;0.0001;bee;0.0001;ant, emmet, pismire;0.0000;cabbage butterfly;0.9969;sulphur butterfly, sulfur butterfly;0.0028;daisy;0.0001;bee;0.0001;ant, emmet, pismire;0.0000;cabbage butterfly;0.9969;sulphur butterfly, sulfur butterfly;0.0028;daisy;0.0001;bee;0.0001;ant, emmet, pismire;0.0000;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.0000;go-kart;0.6707;racer, race car, racing car;0.1822;sports car, sport car;0.0861;lawn mower, mower;0.0138;tow truck, tow car, wrecker;0.0088;go-kart;0.6707;racer, race car, racing car;0.1822;sports car, sport car;0.0861;lawn mower, mower;0.0138;tow truck, tow car, wrecker;0.0088;go-kart;0.6707;racer, race car, racing car;0.1822;sports car, sport car;0.0861;lawn mower, mower;0.0138;tow truck, tow car, wrecker;0.0088;go-kart;0.6707;racer, race car, racing car;0.1822;sports car, sport car;0.0861;lawn mower, mower;0.0138;tow truck, tow car, wrecker;0.0088;go-kart;0.6707;racer, race car, racing car;0.1822;sports car, sport car;0.0861;lawn mower, mower;0.0138;tow truck, tow car, wrecker;0.0088;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
