sigma;thres;class1;score1;class2;score2;class3;score3;class4;score4;class5;score5;class6;score6;class7;score7;class8;score8;class9;score9;class10;score10;class11;score11;class12;score12;class13;score13;class14;score14;class15;score15;class16;score16;class17;score17;class18;score18;class19;score19;class20;score20;class21;score21;class22;score22;class23;score23;class24;score24;class25;score25;x1;y1;w1;h1;x2;y2;w2;h2;x3;y3;w3;h3;x4;y4;w4;h4;x5;y5;w5;h5
1;0.5000;ant, emmet, pismire;0.1858;lacewing, lacewing fly;0.0579;leafhopper;0.0502;fly;0.0483;nematode, nematode worm, roundworm;0.0376;ant, emmet, pismire;0.2165;nematode, nematode worm, roundworm;0.0492;lacewing, lacewing fly;0.0450;fly;0.0407;tick;0.0406;ant, emmet, pismire;0.1858;lacewing, lacewing fly;0.0579;leafhopper;0.0502;fly;0.0483;nematode, nematode worm, roundworm;0.0376;ant, emmet, pismire;0.1739;nematode, nematode worm, roundworm;0.0570;leafhopper;0.0494;lacewing, lacewing fly;0.0470;fly;0.0407;ant, emmet, pismire;0.1749;nematode, nematode worm, roundworm;0.0626;leafhopper;0.0476;lacewing, lacewing fly;0.0390;fly;0.0341;1;0;226;227;8;1;218;219;0;0;227;227;5;2;221;221;0;0;227;227
1;0.5000;ant, emmet, pismire;0.1494;nematode, nematode worm, roundworm;0.1051;vine snake;0.0321;spider web, spider's web;0.0253;velvet;0.0251;ant, emmet, pismire;0.1480;nematode, nematode worm, roundworm;0.1035;vine snake;0.0320;spider web, spider's web;0.0254;velvet;0.0253;ant, emmet, pismire;0.1494;nematode, nematode worm, roundworm;0.1051;vine snake;0.0321;spider web, spider's web;0.0253;velvet;0.0251;ant, emmet, pismire;0.1480;nematode, nematode worm, roundworm;0.1035;vine snake;0.0320;spider web, spider's web;0.0254;velvet;0.0253;ant, emmet, pismire;0.1482;nematode, nematode worm, roundworm;0.1070;vine snake;0.0330;velvet;0.0258;spider web, spider's web;0.0223;0;0;227;227;0;0;226;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;spotlight, spot;0.1228;ant, emmet, pismire;0.0922;nematode, nematode worm, roundworm;0.0496;spider web, spider's web;0.0436;rule, ruler;0.0244;spotlight, spot;0.1228;ant, emmet, pismire;0.0922;nematode, nematode worm, roundworm;0.0496;spider web, spider's web;0.0436;rule, ruler;0.0244;spotlight, spot;0.1487;ant, emmet, pismire;0.0707;nematode, nematode worm, roundworm;0.0476;lampshade, lamp shade;0.0382;radiator;0.0214;spotlight, spot;0.1228;ant, emmet, pismire;0.0922;nematode, nematode worm, roundworm;0.0496;spider web, spider's web;0.0436;rule, ruler;0.0244;spotlight, spot;0.1291;ant, emmet, pismire;0.0888;nematode, nematode worm, roundworm;0.0435;lampshade, lamp shade;0.0310;lacewing, lacewing fly;0.0232;0;0;227;227;0;0;227;227;109;112;7;4;0;0;227;227;22;34;146;173
1;0.5000;lakeside, lakeshore;0.1679;cliff, drop, drop-off;0.1136;promontory, headland, head, foreland;0.0802;rapeseed;0.0436;volcano;0.0412;lakeside, lakeshore;0.1656;cliff, drop, drop-off;0.1160;promontory, headland, head, foreland;0.0798;rapeseed;0.0439;volcano;0.0415;lakeside, lakeshore;0.1656;cliff, drop, drop-off;0.1160;promontory, headland, head, foreland;0.0798;rapeseed;0.0439;volcano;0.0415;lakeside, lakeshore;0.1656;cliff, drop, drop-off;0.1160;promontory, headland, head, foreland;0.0798;rapeseed;0.0439;volcano;0.0415;lakeside, lakeshore;0.1656;cliff, drop, drop-off;0.1160;promontory, headland, head, foreland;0.0798;rapeseed;0.0439;volcano;0.0415;16;55;198;153;3;57;214;162;1;11;225;212;7;62;212;130;7;50;216;158
1;0.5000;rapeseed;0.0652;lakeside, lakeshore;0.0477;promontory, headland, head, foreland;0.0449;ear, spike, capitulum;0.0448;wing;0.0435;sandbar, sand bar;0.0720;rapeseed;0.0652;seashore, coast, seacoast, sea-coast;0.0571;lakeside, lakeshore;0.0507;ear, spike, capitulum;0.0411;rapeseed;0.0775;lakeside, lakeshore;0.0448;ear, spike, capitulum;0.0429;sandbar, sand bar;0.0417;promontory, headland, head, foreland;0.0385;rapeseed;0.0775;lakeside, lakeshore;0.0448;ear, spike, capitulum;0.0429;sandbar, sand bar;0.0417;promontory, headland, head, foreland;0.0385;rapeseed;0.0775;lakeside, lakeshore;0.0448;ear, spike, capitulum;0.0429;sandbar, sand bar;0.0417;promontory, headland, head, foreland;0.0385;0;0;227;227;0;0;227;227;0;0;227;227;3;87;115;102;0;2;224;224
1;0.5000;wing;0.2636;parachute, chute;0.0407;promontory, headland, head, foreland;0.0311;sandbar, sand bar;0.0274;space shuttle;0.0271;wing;0.2319;beacon, lighthouse, beacon light, pharos;0.0385;parachute, chute;0.0325;promontory, headland, head, foreland;0.0306;sandbar, sand bar;0.0281;wing;0.3359;parachute, chute;0.0492;warplane, military plane;0.0335;hammerhead, hammerhead shark;0.0263;promontory, headland, head, foreland;0.0234;wing;0.2917;parachute, chute;0.0460;promontory, headland, head, foreland;0.0280;sandbar, sand bar;0.0258;space shuttle;0.0256;wing;0.2530;parachute, chute;0.0343;promontory, headland, head, foreland;0.0328;beacon, lighthouse, beacon light, pharos;0.0327;sandbar, sand bar;0.0283;0;0;227;227;3;7;222;218;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;spotlight, spot;0.1963;nematode, nematode worm, roundworm;0.1646;lampshade, lamp shade;0.0542;ant, emmet, pismire;0.0399;velvet;0.0333;spotlight, spot;0.1963;nematode, nematode worm, roundworm;0.1646;lampshade, lamp shade;0.0542;ant, emmet, pismire;0.0399;velvet;0.0333;spotlight, spot;0.1963;nematode, nematode worm, roundworm;0.1646;lampshade, lamp shade;0.0542;ant, emmet, pismire;0.0399;velvet;0.0333;spotlight, spot;0.1963;nematode, nematode worm, roundworm;0.1646;lampshade, lamp shade;0.0542;ant, emmet, pismire;0.0399;velvet;0.0333;spotlight, spot;0.1963;nematode, nematode worm, roundworm;0.1646;lampshade, lamp shade;0.0542;ant, emmet, pismire;0.0399;velvet;0.0333;10;6;207;216;0;0;227;227;0;2;227;225;0;0;227;227;0;0;227;227
1;0.5000;kite;0.1641;airship, dirigible;0.1309;nematode, nematode worm, roundworm;0.0493;vulture;0.0410;bald eagle, American eagle, Haliaeetus leucocephalus;0.0372;airship, dirigible;0.1896;kite;0.1829;parachute, chute;0.0597;warplane, military plane;0.0556;vulture;0.0435;nematode, nematode worm, roundworm;0.1184;kite;0.0593;airship, dirigible;0.0375;nail;0.0348;ant, emmet, pismire;0.0229;kite;0.1901;airship, dirigible;0.1661;warplane, military plane;0.0458;parachute, chute;0.0437;vulture;0.0396;kite;0.1985;airship, dirigible;0.1398;vulture;0.0430;warplane, military plane;0.0429;bald eagle, American eagle, Haliaeetus leucocephalus;0.0401;106;112;12;8;66;53;93;99;108;107;10;13;100;106;20;17;99;83;37;52
1;0.5000;wing;0.1384;promontory, headland, head, foreland;0.0778;rapeseed;0.0540;seashore, coast, seacoast, sea-coast;0.0518;ant, emmet, pismire;0.0486;wing;0.1384;promontory, headland, head, foreland;0.0778;rapeseed;0.0540;seashore, coast, seacoast, sea-coast;0.0518;ant, emmet, pismire;0.0486;wing;0.1384;promontory, headland, head, foreland;0.0778;rapeseed;0.0540;seashore, coast, seacoast, sea-coast;0.0518;ant, emmet, pismire;0.0486;wing;0.1384;promontory, headland, head, foreland;0.0778;rapeseed;0.0540;seashore, coast, seacoast, sea-coast;0.0518;ant, emmet, pismire;0.0486;wing;0.1384;promontory, headland, head, foreland;0.0778;rapeseed;0.0540;seashore, coast, seacoast, sea-coast;0.0518;ant, emmet, pismire;0.0486;1;6;224;211;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;wing;0.1939;airship, dirigible;0.0467;parachute, chute;0.0357;sandbar, sand bar;0.0271;promontory, headland, head, foreland;0.0258;wing;0.1939;airship, dirigible;0.0467;parachute, chute;0.0357;sandbar, sand bar;0.0271;promontory, headland, head, foreland;0.0258;wing;0.1939;airship, dirigible;0.0467;parachute, chute;0.0357;sandbar, sand bar;0.0271;promontory, headland, head, foreland;0.0258;wing;0.1939;airship, dirigible;0.0467;parachute, chute;0.0357;sandbar, sand bar;0.0271;promontory, headland, head, foreland;0.0258;wing;0.1939;airship, dirigible;0.0467;parachute, chute;0.0357;sandbar, sand bar;0.0271;promontory, headland, head, foreland;0.0258;2;5;225;220;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;ant, emmet, pismire;0.1031;spider web, spider's web;0.0992;barn spider, Araneus cavaticus;0.0868;garden spider, Aranea diademata;0.0638;tick;0.0392;ant, emmet, pismire;0.1854;barn spider, Araneus cavaticus;0.1145;spider web, spider's web;0.1132;garden spider, Aranea diademata;0.0549;tick;0.0439;ant, emmet, pismire;0.0929;lakeside, lakeshore;0.0814;spider web, spider's web;0.0427;rapeseed;0.0351;lacewing, lacewing fly;0.0278;ant, emmet, pismire;0.1031;spider web, spider's web;0.0992;barn spider, Araneus cavaticus;0.0868;garden spider, Aranea diademata;0.0638;tick;0.0392;lakeside, lakeshore;0.1115;ant, emmet, pismire;0.0875;spider web, spider's web;0.0531;rapeseed;0.0364;lacewing, lacewing fly;0.0196;0;0;227;227;123;75;4;7;0;0;227;227;0;0;225;227;0;0;227;227
1;0.5000;lakeside, lakeshore;0.1061;promontory, headland, head, foreland;0.0891;cliff, drop, drop-off;0.0803;wing;0.0574;rapeseed;0.0527;lakeside, lakeshore;0.0960;cliff, drop, drop-off;0.0776;promontory, headland, head, foreland;0.0771;rapeseed;0.0573;ant, emmet, pismire;0.0411;lakeside, lakeshore;0.1059;wing;0.0681;promontory, headland, head, foreland;0.0660;rapeseed;0.0600;cliff, drop, drop-off;0.0569;lakeside, lakeshore;0.1061;promontory, headland, head, foreland;0.0891;cliff, drop, drop-off;0.0803;wing;0.0574;rapeseed;0.0527;lakeside, lakeshore;0.1087;promontory, headland, head, foreland;0.0860;cliff, drop, drop-off;0.0696;volcano;0.0515;wing;0.0498;0;0;227;227;0;0;227;227;0;0;227;227;0;8;227;219;0;0;227;227
1;0.5000;nematode, nematode worm, roundworm;0.1147;face powder;0.0450;nipple;0.0434;cleaver, meat cleaver, chopper;0.0429;nail;0.0343;nematode, nematode worm, roundworm;0.1167;nipple;0.0450;cleaver, meat cleaver, chopper;0.0443;face powder;0.0436;spotlight, spot;0.0338;nematode, nematode worm, roundworm;0.1128;face powder;0.0458;nipple;0.0434;cleaver, meat cleaver, chopper;0.0430;spotlight, spot;0.0344;nematode, nematode worm, roundworm;0.1149;cleaver, meat cleaver, chopper;0.0474;nipple;0.0465;face powder;0.0395;spotlight, spot;0.0334;nematode, nematode worm, roundworm;0.1111;cleaver, meat cleaver, chopper;0.0554;nipple;0.0435;ant, emmet, pismire;0.0353;ballpoint, ballpoint pen, ballpen, Biro;0.0329;1;6;224;206;88;110;32;19;0;0;227;227;2;8;224;212;88;110;32;11
1;0.5000;wing;0.0921;seashore, coast, seacoast, sea-coast;0.0662;lakeside, lakeshore;0.0640;volcano;0.0527;sandbar, sand bar;0.0492;wing;0.0744;seashore, coast, seacoast, sea-coast;0.0743;lakeside, lakeshore;0.0700;volcano;0.0567;sandbar, sand bar;0.0540;seashore, coast, seacoast, sea-coast;0.0733;sandbar, sand bar;0.0684;lakeside, lakeshore;0.0640;geyser;0.0630;volcano;0.0608;wing;0.0921;seashore, coast, seacoast, sea-coast;0.0662;lakeside, lakeshore;0.0640;volcano;0.0527;sandbar, sand bar;0.0492;sandbar, sand bar;0.0681;seashore, coast, seacoast, sea-coast;0.0672;lakeside, lakeshore;0.0584;geyser;0.0523;promontory, headland, head, foreland;0.0508;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;tick;0.1236;nematode, nematode worm, roundworm;0.0406;balloon;0.0399;spotlight, spot;0.0377;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0339;tick;0.1167;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0416;nematode, nematode worm, roundworm;0.0413;ant, emmet, pismire;0.0297;spotlight, spot;0.0293;tick;0.2402;airship, dirigible;0.0709;balloon;0.0644;bubble;0.0510;parachute, chute;0.0416;tick;0.1529;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0382;nematode, nematode worm, roundworm;0.0381;airship, dirigible;0.0369;balloon;0.0348;tick;0.1529;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0382;nematode, nematode worm, roundworm;0.0381;airship, dirigible;0.0369;balloon;0.0348;12;4;209;183;77;38;84;120;12;18;204;162;0;0;227;227;0;0;227;227
1;0.5000;nematode, nematode worm, roundworm;0.0856;spotlight, spot;0.0710;lampshade, lamp shade;0.0605;ant, emmet, pismire;0.0429;velvet;0.0319;nematode, nematode worm, roundworm;0.0855;spotlight, spot;0.0711;lampshade, lamp shade;0.0607;ant, emmet, pismire;0.0428;velvet;0.0318;nematode, nematode worm, roundworm;0.0854;spotlight, spot;0.0712;lampshade, lamp shade;0.0615;ant, emmet, pismire;0.0425;velvet;0.0318;nematode, nematode worm, roundworm;0.0856;spotlight, spot;0.0710;lampshade, lamp shade;0.0605;ant, emmet, pismire;0.0429;velvet;0.0319;nematode, nematode worm, roundworm;0.0875;spotlight, spot;0.0692;lampshade, lamp shade;0.0616;ant, emmet, pismire;0.0463;velvet;0.0312;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;nematode, nematode worm, roundworm;0.1428;spotlight, spot;0.1110;ant, emmet, pismire;0.0593;velvet;0.0296;lampshade, lamp shade;0.0256;nematode, nematode worm, roundworm;0.1713;spotlight, spot;0.1163;ant, emmet, pismire;0.0665;wing;0.0285;lampshade, lamp shade;0.0202;nematode, nematode worm, roundworm;0.1428;spotlight, spot;0.1110;ant, emmet, pismire;0.0593;velvet;0.0296;lampshade, lamp shade;0.0256;nematode, nematode worm, roundworm;0.1713;spotlight, spot;0.1163;ant, emmet, pismire;0.0665;wing;0.0285;lampshade, lamp shade;0.0202;spotlight, spot;0.1071;nematode, nematode worm, roundworm;0.1071;ant, emmet, pismire;0.0565;lampshade, lamp shade;0.0313;velvet;0.0307;0;0;227;227;1;0;225;226;6;9;215;213;0;0;227;227;0;0;227;227
1;0.5000;ant, emmet, pismire;0.1534;rapeseed;0.0449;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0353;spotlight, spot;0.0312;nail;0.0270;ant, emmet, pismire;0.1534;rapeseed;0.0449;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0353;spotlight, spot;0.0312;nail;0.0270;ant, emmet, pismire;0.1534;rapeseed;0.0449;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0353;spotlight, spot;0.0312;nail;0.0270;ant, emmet, pismire;0.1534;rapeseed;0.0449;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0353;spotlight, spot;0.0312;nail;0.0270;ant, emmet, pismire;0.1534;rapeseed;0.0449;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0353;spotlight, spot;0.0312;nail;0.0270;0;0;227;227;5;3;217;221;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;nematode, nematode worm, roundworm;0.3706;velvet;0.1090;ant, emmet, pismire;0.0945;spotlight, spot;0.0386;vine snake;0.0282;nematode, nematode worm, roundworm;0.3706;velvet;0.1090;ant, emmet, pismire;0.0945;spotlight, spot;0.0386;vine snake;0.0282;nematode, nematode worm, roundworm;0.3706;velvet;0.1090;ant, emmet, pismire;0.0945;spotlight, spot;0.0386;vine snake;0.0282;nematode, nematode worm, roundworm;0.3706;velvet;0.1090;ant, emmet, pismire;0.0945;spotlight, spot;0.0386;vine snake;0.0282;nematode, nematode worm, roundworm;0.3706;velvet;0.1090;ant, emmet, pismire;0.0945;spotlight, spot;0.0386;vine snake;0.0282;4;0;222;225;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;spotlight, spot;0.4384;lampshade, lamp shade;0.0589;volcano;0.0326;wing;0.0273;beacon, lighthouse, beacon light, pharos;0.0175;spotlight, spot;0.4384;lampshade, lamp shade;0.0589;volcano;0.0326;wing;0.0273;beacon, lighthouse, beacon light, pharos;0.0175;spotlight, spot;0.4390;lampshade, lamp shade;0.0589;volcano;0.0327;wing;0.0271;beacon, lighthouse, beacon light, pharos;0.0175;spotlight, spot;0.4384;lampshade, lamp shade;0.0589;volcano;0.0326;wing;0.0273;beacon, lighthouse, beacon light, pharos;0.0175;spotlight, spot;0.4384;lampshade, lamp shade;0.0589;volcano;0.0326;wing;0.0273;beacon, lighthouse, beacon light, pharos;0.0175;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;spotlight, spot;0.6983;nematode, nematode worm, roundworm;0.0732;lampshade, lamp shade;0.0174;digital clock;0.0140;matchstick;0.0128;spotlight, spot;0.7260;nematode, nematode worm, roundworm;0.0625;lampshade, lamp shade;0.0172;digital clock;0.0121;matchstick;0.0120;spotlight, spot;0.7237;nematode, nematode worm, roundworm;0.0635;lampshade, lamp shade;0.0172;digital clock;0.0124;matchstick;0.0120;spotlight, spot;0.7024;nematode, nematode worm, roundworm;0.0753;lampshade, lamp shade;0.0170;digital clock;0.0151;matchstick;0.0117;spotlight, spot;0.6879;nematode, nematode worm, roundworm;0.0810;lampshade, lamp shade;0.0178;digital clock;0.0160;matchstick;0.0119;2;0;222;225;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;nematode, nematode worm, roundworm;0.1164;volcano;0.0639;promontory, headland, head, foreland;0.0585;wing;0.0502;ant, emmet, pismire;0.0323;nematode, nematode worm, roundworm;0.1164;volcano;0.0639;promontory, headland, head, foreland;0.0585;wing;0.0502;ant, emmet, pismire;0.0323;nematode, nematode worm, roundworm;0.1164;volcano;0.0639;promontory, headland, head, foreland;0.0585;wing;0.0502;ant, emmet, pismire;0.0323;nematode, nematode worm, roundworm;0.1164;volcano;0.0639;promontory, headland, head, foreland;0.0585;wing;0.0502;ant, emmet, pismire;0.0323;nematode, nematode worm, roundworm;0.1164;volcano;0.0639;promontory, headland, head, foreland;0.0585;wing;0.0502;ant, emmet, pismire;0.0323;5;8;221;213;1;4;226;223;0;0;227;227;2;20;215;196;0;0;227;227
