sigma;thres;class1;score1;class2;score2;class3;score3;class4;score4;class5;score5;class6;score6;class7;score7;class8;score8;class9;score9;class10;score10;class11;score11;class12;score12;class13;score13;class14;score14;class15;score15;class16;score16;class17;score17;class18;score18;class19;score19;class20;score20;class21;score21;class22;score22;class23;score23;class24;score24;class25;score25;x1;y1;w1;h1;x2;y2;w2;h2;x3;y3;w3;h3;x4;y4;w4;h4;x5;y5;w5;h5
1;0.5000;Granny Smith;0.0919;spotlight, spot;0.0603;bubble;0.0504;shower curtain;0.0455;ant, emmet, pismire;0.0450;Granny Smith;0.0797;spotlight, spot;0.0708;ant, emmet, pismire;0.0474;shower curtain;0.0439;bubble;0.0389;spotlight, spot;0.0997;Granny Smith;0.0825;ant, emmet, pismire;0.0477;velvet;0.0349;bubble;0.0341;Granny Smith;0.0797;spotlight, spot;0.0708;ant, emmet, pismire;0.0474;shower curtain;0.0439;bubble;0.0389;Granny Smith;0.0797;spotlight, spot;0.0708;ant, emmet, pismire;0.0474;shower curtain;0.0439;bubble;0.0389;0;0;227;227;51;64;2;2;0;0;227;227;49;60;4;6;0;0;227;227
1;0.5000;spotlight, spot;0.3355;matchstick;0.0999;bubble;0.0327;shower curtain;0.0291;Granny Smith;0.0220;spotlight, spot;0.3338;matchstick;0.0899;bubble;0.0410;shower curtain;0.0354;Granny Smith;0.0223;spotlight, spot;0.3338;matchstick;0.0899;bubble;0.0410;shower curtain;0.0354;Granny Smith;0.0223;spotlight, spot;0.3338;matchstick;0.0899;bubble;0.0410;shower curtain;0.0354;Granny Smith;0.0223;spotlight, spot;0.3338;matchstick;0.0899;bubble;0.0410;shower curtain;0.0354;Granny Smith;0.0223;51;76;2;2;51;76;2;2;49;76;59;30;51;76;3;2;0;0;227;227
1;0.5000;spotlight, spot;0.5722;matchstick;0.0610;shower curtain;0.0291;bubble;0.0201;window screen;0.0173;spotlight, spot;0.5722;matchstick;0.0610;shower curtain;0.0291;bubble;0.0201;window screen;0.0173;spotlight, spot;0.5722;matchstick;0.0610;shower curtain;0.0291;bubble;0.0201;window screen;0.0173;spotlight, spot;0.5722;matchstick;0.0610;shower curtain;0.0291;bubble;0.0201;window screen;0.0173;spotlight, spot;0.5722;matchstick;0.0610;shower curtain;0.0291;bubble;0.0201;window screen;0.0173;0;0;227;227;0;0;227;227;2;2;223;221;0;0;227;227;3;13;168;209
1;0.5000;spotlight, spot;0.2720;matchstick;0.0419;bubble;0.0323;shower curtain;0.0257;window screen;0.0257;spotlight, spot;0.2308;matchstick;0.0612;bubble;0.0238;shower curtain;0.0229;ant, emmet, pismire;0.0228;spotlight, spot;0.2328;matchstick;0.0610;bubble;0.0235;velvet;0.0235;shower curtain;0.0231;spotlight, spot;0.2720;matchstick;0.0419;bubble;0.0323;shower curtain;0.0257;window screen;0.0257;spotlight, spot;0.2328;matchstick;0.0610;velvet;0.0238;bubble;0.0234;shower curtain;0.0231;4;50;223;175;0;5;227;222;3;51;224;175;0;2;227;225;0;6;227;221
1;0.5000;matchstick;0.0987;spotlight, spot;0.0680;nail;0.0418;ant, emmet, pismire;0.0287;rapeseed;0.0269;matchstick;0.0987;spotlight, spot;0.0680;nail;0.0418;ant, emmet, pismire;0.0287;rapeseed;0.0269;matchstick;0.0987;spotlight, spot;0.0680;nail;0.0418;ant, emmet, pismire;0.0287;rapeseed;0.0269;matchstick;0.0987;spotlight, spot;0.0680;nail;0.0418;ant, emmet, pismire;0.0287;rapeseed;0.0269;matchstick;0.0987;spotlight, spot;0.0680;nail;0.0418;ant, emmet, pismire;0.0287;rapeseed;0.0269;0;0;227;227;1;0;226;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;spotlight, spot;0.1837;wing;0.1145;matchstick;0.0816;bubble;0.0274;traffic light, traffic signal, stoplight;0.0215;spotlight, spot;0.1666;wing;0.0945;matchstick;0.0863;bubble;0.0233;space shuttle;0.0215;spotlight, spot;0.1837;wing;0.1145;matchstick;0.0816;bubble;0.0274;traffic light, traffic signal, stoplight;0.0215;spotlight, spot;0.1666;wing;0.0946;matchstick;0.0862;bubble;0.0233;space shuttle;0.0215;spotlight, spot;0.1837;wing;0.1145;matchstick;0.0816;bubble;0.0274;traffic light, traffic signal, stoplight;0.0215;0;0;227;227;51;77;1;2;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;spotlight, spot;0.5862;matchstick;0.1902;lampshade, lamp shade;0.0228;shower curtain;0.0108;digital clock;0.0066;spotlight, spot;0.5862;matchstick;0.1902;lampshade, lamp shade;0.0228;shower curtain;0.0108;digital clock;0.0066;spotlight, spot;0.5862;matchstick;0.1902;lampshade, lamp shade;0.0228;shower curtain;0.0108;digital clock;0.0066;spotlight, spot;0.5862;matchstick;0.1902;lampshade, lamp shade;0.0228;shower curtain;0.0108;digital clock;0.0066;spotlight, spot;0.5862;matchstick;0.1902;lampshade, lamp shade;0.0228;shower curtain;0.0108;digital clock;0.0066;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;matchstick;0.1329;screw;0.0940;Band Aid;0.0799;nail;0.0508;rubber eraser, rubber, pencil eraser;0.0476;matchstick;0.1328;screw;0.0940;Band Aid;0.0799;nail;0.0508;rubber eraser, rubber, pencil eraser;0.0476;matchstick;0.1328;screw;0.0940;Band Aid;0.0799;nail;0.0508;rubber eraser, rubber, pencil eraser;0.0476;matchstick;0.1328;screw;0.0940;Band Aid;0.0799;nail;0.0508;rubber eraser, rubber, pencil eraser;0.0476;matchstick;0.1328;screw;0.0940;Band Aid;0.0799;nail;0.0508;rubber eraser, rubber, pencil eraser;0.0476;43;43;133;120;0;0;227;227;42;4;183;127;0;0;227;227;43;49;136;82
1;0.5000;spotlight, spot;0.2707;matchstick;0.1701;wing;0.0215;ant, emmet, pismire;0.0128;loupe, jeweler's loupe;0.0122;spotlight, spot;0.2707;matchstick;0.1701;wing;0.0215;ant, emmet, pismire;0.0128;loupe, jeweler's loupe;0.0122;spotlight, spot;0.2707;matchstick;0.1701;wing;0.0215;ant, emmet, pismire;0.0128;loupe, jeweler's loupe;0.0122;spotlight, spot;0.2707;matchstick;0.1701;wing;0.0215;ant, emmet, pismire;0.0128;loupe, jeweler's loupe;0.0122;spotlight, spot;0.2707;matchstick;0.1701;wing;0.0215;ant, emmet, pismire;0.0128;loupe, jeweler's loupe;0.0122;0;0;227;227;1;2;225;224;0;0;227;226;1;0;226;225;1;0;226;227
1;0.5000;matchstick;0.0931;wing;0.0611;spotlight, spot;0.0420;screw;0.0397;nail;0.0362;matchstick;0.0931;wing;0.0611;spotlight, spot;0.0420;screw;0.0397;nail;0.0362;matchstick;0.1014;wing;0.0724;spotlight, spot;0.0439;screw;0.0401;nail;0.0360;matchstick;0.0931;wing;0.0611;spotlight, spot;0.0420;screw;0.0397;nail;0.0362;matchstick;0.0884;wing;0.0751;spotlight, spot;0.0500;screw;0.0457;ant, emmet, pismire;0.0337;0;0;227;227;0;0;227;227;0;0;226;225;0;0;227;227;0;0;227;227
1;0.5000;spotlight, spot;0.0715;bubble;0.0507;spider web, spider's web;0.0347;window screen;0.0330;ant, emmet, pismire;0.0321;spotlight, spot;0.0715;bubble;0.0507;spider web, spider's web;0.0347;window screen;0.0330;ant, emmet, pismire;0.0321;spotlight, spot;0.0715;bubble;0.0507;spider web, spider's web;0.0347;window screen;0.0330;ant, emmet, pismire;0.0321;spotlight, spot;0.0715;bubble;0.0507;spider web, spider's web;0.0347;window screen;0.0330;ant, emmet, pismire;0.0321;spotlight, spot;0.0715;bubble;0.0507;spider web, spider's web;0.0347;window screen;0.0330;ant, emmet, pismire;0.0321;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;spotlight, spot;0.1777;matchstick;0.0604;ant, emmet, pismire;0.0318;velvet;0.0301;nail;0.0205;spotlight, spot;0.1774;matchstick;0.0604;ant, emmet, pismire;0.0319;velvet;0.0301;nail;0.0205;spotlight, spot;0.1776;matchstick;0.0604;ant, emmet, pismire;0.0318;velvet;0.0301;nail;0.0205;spotlight, spot;0.1778;matchstick;0.0603;ant, emmet, pismire;0.0318;velvet;0.0301;nail;0.0205;spotlight, spot;0.1777;matchstick;0.0602;ant, emmet, pismire;0.0318;velvet;0.0301;nail;0.0204;0;0;227;227;0;0;227;227;1;6;226;221;0;0;227;227;0;2;227;225
1;0.5000;Granny Smith;0.7593;lemon;0.0245;velvet;0.0155;cucumber, cuke;0.0153;wool, woolen, woollen;0.0123;Granny Smith;0.7593;lemon;0.0245;velvet;0.0155;cucumber, cuke;0.0153;wool, woolen, woollen;0.0123;Granny Smith;0.7593;lemon;0.0245;velvet;0.0155;cucumber, cuke;0.0153;wool, woolen, woollen;0.0123;Granny Smith;0.7593;lemon;0.0245;velvet;0.0155;cucumber, cuke;0.0153;wool, woolen, woollen;0.0123;Granny Smith;0.7593;lemon;0.0245;velvet;0.0155;cucumber, cuke;0.0153;wool, woolen, woollen;0.0123;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;spotlight, spot;0.2665;matchstick;0.1198;wing;0.0611;volcano;0.0195;seashore, coast, seacoast, sea-coast;0.0137;spotlight, spot;0.2665;matchstick;0.1198;wing;0.0611;volcano;0.0195;seashore, coast, seacoast, sea-coast;0.0137;spotlight, spot;0.2666;matchstick;0.1198;wing;0.0611;volcano;0.0195;seashore, coast, seacoast, sea-coast;0.0137;spotlight, spot;0.2665;matchstick;0.1198;wing;0.0611;volcano;0.0195;seashore, coast, seacoast, sea-coast;0.0137;spotlight, spot;0.2665;matchstick;0.1198;wing;0.0611;volcano;0.0195;seashore, coast, seacoast, sea-coast;0.0137;0;1;227;226;5;27;221;199;1;27;226;200;1;0;226;227;0;2;227;225
1;0.5000;matchstick;0.1068;spotlight, spot;0.0991;envelope;0.0359;nail;0.0359;shower curtain;0.0266;spotlight, spot;0.1106;matchstick;0.0885;envelope;0.0355;shower curtain;0.0304;syringe;0.0251;matchstick;0.1236;spotlight, spot;0.1221;nail;0.0361;envelope;0.0339;rubber eraser, rubber, pencil eraser;0.0249;spotlight, spot;0.1062;matchstick;0.1007;envelope;0.0384;nail;0.0301;rubber eraser, rubber, pencil eraser;0.0265;spotlight, spot;0.1106;matchstick;0.0885;envelope;0.0355;shower curtain;0.0304;syringe;0.0251;49;48;5;8;50;50;3;4;50;49;4;5;0;0;227;227;48;49;6;6
1;0.5000;matchstick;0.4296;spotlight, spot;0.1405;rubber eraser, rubber, pencil eraser;0.0348;nail;0.0180;screwdriver;0.0156;matchstick;0.4296;spotlight, spot;0.1405;rubber eraser, rubber, pencil eraser;0.0348;nail;0.0180;screwdriver;0.0156;matchstick;0.4296;spotlight, spot;0.1405;rubber eraser, rubber, pencil eraser;0.0348;nail;0.0180;screwdriver;0.0156;matchstick;0.4296;spotlight, spot;0.1405;rubber eraser, rubber, pencil eraser;0.0348;nail;0.0180;screwdriver;0.0156;matchstick;0.4296;spotlight, spot;0.1405;rubber eraser, rubber, pencil eraser;0.0348;nail;0.0180;screwdriver;0.0156;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;spotlight, spot;0.5450;matchstick;0.0503;window screen;0.0257;shower curtain;0.0187;bubble;0.0173;spotlight, spot;0.5471;matchstick;0.0538;window screen;0.0241;shower curtain;0.0177;bubble;0.0167;spotlight, spot;0.5417;matchstick;0.0400;window screen;0.0306;bubble;0.0201;shower curtain;0.0183;spotlight, spot;0.5471;matchstick;0.0538;window screen;0.0241;shower curtain;0.0177;bubble;0.0167;spotlight, spot;0.5269;matchstick;0.0769;window screen;0.0183;shower curtain;0.0148;digital clock;0.0138;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;matchstick;0.1793;Granny Smith;0.0584;spotlight, spot;0.0368;ant, emmet, pismire;0.0345;rubber eraser, rubber, pencil eraser;0.0281;matchstick;0.1792;Granny Smith;0.0583;spotlight, spot;0.0368;ant, emmet, pismire;0.0346;rubber eraser, rubber, pencil eraser;0.0281;matchstick;0.1792;Granny Smith;0.0583;spotlight, spot;0.0368;ant, emmet, pismire;0.0346;rubber eraser, rubber, pencil eraser;0.0281;matchstick;0.1792;Granny Smith;0.0583;spotlight, spot;0.0368;ant, emmet, pismire;0.0346;rubber eraser, rubber, pencil eraser;0.0281;matchstick;0.1792;Granny Smith;0.0583;spotlight, spot;0.0368;ant, emmet, pismire;0.0346;rubber eraser, rubber, pencil eraser;0.0281;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;spotlight, spot;0.7749;nematode, nematode worm, roundworm;0.0561;Granny Smith;0.0272;digital clock;0.0146;bubble;0.0109;spotlight, spot;0.7749;nematode, nematode worm, roundworm;0.0561;Granny Smith;0.0272;digital clock;0.0146;bubble;0.0109;spotlight, spot;0.7749;nematode, nematode worm, roundworm;0.0561;Granny Smith;0.0272;digital clock;0.0146;bubble;0.0109;spotlight, spot;0.7749;nematode, nematode worm, roundworm;0.0561;Granny Smith;0.0272;digital clock;0.0146;bubble;0.0109;spotlight, spot;0.7749;nematode, nematode worm, roundworm;0.0561;Granny Smith;0.0272;digital clock;0.0146;bubble;0.0109;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;spotlight, spot;0.9401;matchstick;0.0233;lampshade, lamp shade;0.0065;bubble;0.0017;projector;0.0016;spotlight, spot;0.9401;matchstick;0.0233;lampshade, lamp shade;0.0065;bubble;0.0017;projector;0.0016;spotlight, spot;0.9414;matchstick;0.0229;lampshade, lamp shade;0.0068;projector;0.0015;bubble;0.0015;spotlight, spot;0.9401;matchstick;0.0233;lampshade, lamp shade;0.0065;bubble;0.0017;projector;0.0016;spotlight, spot;0.9401;matchstick;0.0233;lampshade, lamp shade;0.0065;bubble;0.0017;projector;0.0016;0;0;227;227;0;0;227;227;50;67;5;3;1;1;219;226;48;43;57;27
1;0.5000;spotlight, spot;0.9114;matchstick;0.0201;digital clock;0.0059;bubble;0.0032;lampshade, lamp shade;0.0027;spotlight, spot;0.9114;matchstick;0.0201;digital clock;0.0059;bubble;0.0032;lampshade, lamp shade;0.0027;spotlight, spot;0.9114;matchstick;0.0201;digital clock;0.0059;bubble;0.0032;lampshade, lamp shade;0.0027;spotlight, spot;0.9114;matchstick;0.0201;digital clock;0.0059;bubble;0.0032;lampshade, lamp shade;0.0027;spotlight, spot;0.9114;matchstick;0.0201;digital clock;0.0059;bubble;0.0032;lampshade, lamp shade;0.0027;0;0;227;227;26;35;138;149;0;0;221;224;2;0;222;224;25;34;144;153
1;0.5000;spotlight, spot;0.2733;matchstick;0.0766;wing;0.0398;bubble;0.0269;ant, emmet, pismire;0.0167;spotlight, spot;0.2733;matchstick;0.0766;wing;0.0398;bubble;0.0269;ant, emmet, pismire;0.0167;spotlight, spot;0.2733;matchstick;0.0766;wing;0.0398;bubble;0.0269;ant, emmet, pismire;0.0167;spotlight, spot;0.2733;matchstick;0.0766;wing;0.0398;bubble;0.0269;ant, emmet, pismire;0.0167;spotlight, spot;0.2733;matchstick;0.0766;wing;0.0398;bubble;0.0269;ant, emmet, pismire;0.0167;1;3;226;222;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;matchstick;0.1805;spotlight, spot;0.1108;nail;0.0454;rubber eraser, rubber, pencil eraser;0.0302;screw;0.0234;matchstick;0.1805;spotlight, spot;0.1108;nail;0.0454;rubber eraser, rubber, pencil eraser;0.0302;screw;0.0234;matchstick;0.1805;spotlight, spot;0.1108;nail;0.0454;rubber eraser, rubber, pencil eraser;0.0302;screw;0.0234;matchstick;0.1805;spotlight, spot;0.1108;nail;0.0454;rubber eraser, rubber, pencil eraser;0.0302;screw;0.0234;matchstick;0.1805;spotlight, spot;0.1108;nail;0.0454;rubber eraser, rubber, pencil eraser;0.0302;screw;0.0234;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;spotlight, spot;0.1822;matchstick;0.1115;shower curtain;0.0408;nail;0.0205;syringe;0.0180;spotlight, spot;0.2179;matchstick;0.0932;shower curtain;0.0485;bubble;0.0268;syringe;0.0204;spotlight, spot;0.1822;matchstick;0.1115;shower curtain;0.0408;nail;0.0205;syringe;0.0180;spotlight, spot;0.1822;matchstick;0.1115;shower curtain;0.0408;nail;0.0205;syringe;0.0180;spotlight, spot;0.1822;matchstick;0.1115;shower curtain;0.0408;nail;0.0205;syringe;0.0180;0;0;227;227;0;0;227;227;50;70;79;92;0;0;227;227;0;0;227;227
1;0.5000;matchstick;0.1057;velvet;0.0363;rubber eraser, rubber, pencil eraser;0.0327;spotlight, spot;0.0302;wool, woolen, woollen;0.0286;matchstick;0.1058;velvet;0.0363;rubber eraser, rubber, pencil eraser;0.0327;spotlight, spot;0.0302;wool, woolen, woollen;0.0286;matchstick;0.1058;velvet;0.0363;rubber eraser, rubber, pencil eraser;0.0327;spotlight, spot;0.0302;wool, woolen, woollen;0.0286;matchstick;0.1058;velvet;0.0363;rubber eraser, rubber, pencil eraser;0.0327;spotlight, spot;0.0302;wool, woolen, woollen;0.0286;matchstick;0.1058;velvet;0.0363;rubber eraser, rubber, pencil eraser;0.0327;spotlight, spot;0.0302;wool, woolen, woollen;0.0286;0;0;227;227;0;1;227;226;0;0;227;227;0;0;227;227;0;11;227;209
1;0.5000;spotlight, spot;0.5027;matchstick;0.1139;shower curtain;0.0197;bubble;0.0122;nail;0.0112;spotlight, spot;0.4929;matchstick;0.1513;shower curtain;0.0153;lampshade, lamp shade;0.0111;nail;0.0103;spotlight, spot;0.4589;matchstick;0.1552;shower curtain;0.0169;nail;0.0121;lampshade, lamp shade;0.0116;spotlight, spot;0.4457;matchstick;0.1745;shower curtain;0.0158;lampshade, lamp shade;0.0123;nail;0.0120;spotlight, spot;0.4460;matchstick;0.1722;shower curtain;0.0160;lampshade, lamp shade;0.0123;nail;0.0120;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;spotlight, spot;0.0741;matchstick;0.0569;shower curtain;0.0477;nail;0.0444;ant, emmet, pismire;0.0355;spotlight, spot;0.0741;matchstick;0.0569;shower curtain;0.0477;nail;0.0444;ant, emmet, pismire;0.0355;spotlight, spot;0.0741;matchstick;0.0569;shower curtain;0.0477;nail;0.0444;ant, emmet, pismire;0.0355;spotlight, spot;0.0741;matchstick;0.0569;shower curtain;0.0477;nail;0.0444;ant, emmet, pismire;0.0355;spotlight, spot;0.0741;matchstick;0.0569;shower curtain;0.0477;nail;0.0444;ant, emmet, pismire;0.0355;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;spotlight, spot;0.3135;matchstick;0.1320;shower curtain;0.0198;bubble;0.0182;wing;0.0174;spotlight, spot;0.3135;matchstick;0.1320;shower curtain;0.0198;bubble;0.0182;wing;0.0174;spotlight, spot;0.3135;matchstick;0.1320;shower curtain;0.0198;bubble;0.0182;wing;0.0174;spotlight, spot;0.3135;matchstick;0.1320;shower curtain;0.0198;bubble;0.0182;wing;0.0174;spotlight, spot;0.3135;matchstick;0.1320;shower curtain;0.0198;bubble;0.0182;wing;0.0174;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227;0;0;227;227
1;0.5000;spotlight, spot;0.3329;matchstick;0.3112;shower curtain;0.0434;bubble;0.0184;rubber eraser, rubber, pencil eraser;0.0154;spotlight, spot;0.3329;matchstick;0.3112;shower curtain;0.0434;bubble;0.0184;rubber eraser, rubber, pencil eraser;0.0154;spotlight, spot;0.3724;matchstick;0.2728;shower curtain;0.0379;bubble;0.0230;rubber eraser, rubber, pencil eraser;0.0183;matchstick;0.3707;spotlight, spot;0.3351;shower curtain;0.0292;rubber eraser, rubber, pencil eraser;0.0169;bubble;0.0097;spotlight, spot;0.3329;matchstick;0.3112;shower curtain;0.0434;bubble;0.0184;rubber eraser, rubber, pencil eraser;0.0154;0;0;227;227;0;0;227;227;0;0;227;227;35;103;3;1;33;99;6;15
